order_id,decision_id,cycle_id,signal_date,execution_date,side,quantity,order_type,limit_price,status
ORD-1CDE3EAAAFBBF87A05CB,DEC-8D58A5DDCCF36AD4F098,CYC-CEE120B437763DF6A99D,2024-01-25,2024-01-26,SELL,111600,MARKET,0.785,FILLED
ORD-BCCB90B004C183064C11,DEC-BB0FF36A040601F9C448,CYC-5512CC1B125A6955DE63,2024-01-26,2024-01-29,BUY,114000,LIMIT,0.915,FILLED
ORD-AFD224B8F648BAD3CCEF,DEC-D1C4F522DF1FD819F152,CYC-5512CC1B125A6955DE63,2024-02-01,2024-02-02,SELL,114000,MARKET,0.712,FILLED
ORD-D396B353A1C208E74681,DEC-13E3ABD4908C02E88F2A,CYC-9355F9A97648C59190EA,2024-02-02,2024-02-05,BUY,118000,LIMIT,0.825,FILLED
ORD-B8FA11F2BAEC85788765,DEC-A8863D01E6723516C6C0,CYC-9355F9A97648C59190EA,2024-02-06,2024-02-07,SELL,118000,MARKET,0.739,FILLED
ORD-878F9DDB91B2BE10358A,DEC-0D79E6EBEFEA5AD3CB01,CYC-290F808C561D7EA3BC6B,2024-02-08,2024-02-19,BUY,112100,LIMIT,0.922,FILLED
ORD-335130A5E5E5CD027413,DEC-0E440A8992FCE91A131F,CYC-290F808C561D7EA3BC6B,2024-02-19,2024-02-20,SELL,112100,MARKET,0.779,FILLED
ORD-EBEF3B4A1172D579C984,DEC-674E6D7F21724986EC74,CYC-E230A95BB44363D3FEC0,2024-02-21,2024-02-22,BUY,110800,LIMIT,0.926,FILLED
ORD-E59A72E1D2BFE58FBF48,DEC-27B84982E3F7A804F9C5,CYC-E230A95BB44363D3FEC0,2024-02-22,2024-02-23,SELL,110800,MARKET,0.78,FILLED
ORD-DDCF1A3A2DD5EA847CF8,DEC-E55384C7933655F55EE1,CYC-A24DC5986B03C0FAB9B3,2024-02-28,2024-02-29,BUY,109600,LIMIT,0.947,FILLED
ORD-E89B7C7A2A6E9FFE20DC,DEC-3278F54BCECF5113BB2B,CYC-A24DC5986B03C0FAB9B3,2024-02-29,2024-03-01,SELL,109600,MARKET,0.826,FILLED
ORD-E512A16057B5CFA5BB8C,DEC-8338E2F12B9736057A67,CYC-143A2CB957C606DE2ED2,2024-03-21,2024-03-22,BUY,109100,LIMIT,0.987,FILLED
ORD-FA08D340F752A2A3DBE5,DEC-F777B133766AC30C97FE,CYC-143A2CB957C606DE2ED2,2024-03-25,2024-03-26,SELL,109100,MARKET,0.8,FILLED
ORD-F0133D084C5FF9A7E00D,DEC-3F3CCC450E4E25056AEA,CYC-069E3B309CC40666A912,2024-04-29,2024-04-30,BUY,110100,LIMIT,0.953,FILLED
ORD-35DD798049445699BE04,DEC-B9217A2883A05709DD6A,CYC-069E3B309CC40666A912,2024-04-30,2024-05-06,SELL,110100,MARKET,0.786,FILLED
ORD-AD967C76BA55BD3BE185,DEC-4197630306A53EBF23F0,CYC-9097502BCBDFFAFCCAA4,2024-05-06,2024-05-07,BUY,110300,LIMIT,0.954,FILLED
ORD-28986F22AA4EDBF5B26E,DEC-7EC84614798355D026AE,CYC-9097502BCBDFFAFCCAA4,2024-05-08,2024-05-09,SELL,110300,MARKET,0.779,FILLED
ORD-C9E2DB9C87CCC987008A,DEC-AC8316BD756F444E8F3D,CYC-84C85FD71D6E0D6947C5,2024-05-10,2024-05-13,BUY,109600,LIMIT,0.941,FILLED
ORD-6C1E0523EED28C65C5CF,DEC-54F38390CE35CD83D9CD,CYC-84C85FD71D6E0D6947C5,2024-05-13,2024-05-14,SELL,109600,MARKET,0.781,FILLED
ORD-0968C41BFD63A2BC7510,DEC-559C4024BDB5D3EDAFCA,CYC-35B8A7F2CE05ADC1B9A1,2024-08-01,2024-08-02,BUY,113600,LIMIT,0.908,FILLED
ORD-7F48C9D8486E3FF608C3,DEC-57E3C88D25EC379B3D1D,CYC-35B8A7F2CE05ADC1B9A1,2024-08-06,2024-08-07,SELL,113600,MARKET,0.732,FILLED
ORD-554FB54473AE1F9BAF55,DEC-96813D42AA3D4C55F5FB,CYC-A41697444C70353C0A7B,2024-09-25,2024-09-26,BUY,123000,LIMIT,0.818,FILLED
ORD-594F8D4E5EC19A71E74E,DEC-2A253E7828D9B07B3FBA,CYC-A41697444C70353C0A7B,2024-10-08,2024-10-09,SELL,123000,MARKET,1.097,FILLED
ORD-6943CEDE20A533E07067,DEC-0BB605F10F2DD61E979E,CYC-802C3243EB16EEBDBF27,2024-10-09,2024-10-10,BUY,121500,LIMIT,1.226,FILLED
ORD-3184CBA5EDD11E0EF406,DEC-EA7679A50F7BAE01A452,CYC-802C3243EB16EEBDBF27,2024-10-14,2024-10-15,SELL,121500,MARKET,0.949,FILLED
ORD-BA605CFE3000F4B26168,DEC-71A052F05C597D4E898B,CYC-0117BFD45F0BDE9A9DC2,2024-10-15,2024-10-16,BUY,124800,LIMIT,1.105,FILLED
ORD-CD6F2B49511543D59BCA,DEC-6CE3E942A2C0181141E2,CYC-0117BFD45F0BDE9A9DC2,2024-10-18,2024-10-21,SELL,124800,MARKET,1.013,FILLED
ORD-732D675C2FCF37A62870,DEC-BE35AEB4E2BCAD05432F,CYC-0D1F2F6FD8392B501D09,2024-10-21,2024-10-22,BUY,124500,LIMIT,1.227,FILLED
ORD-742D0409EC5BC284D108,DEC-C53C44439E4F68645106,CYC-0D1F2F6FD8392B501D09,2024-10-22,2024-10-23,SELL,124500,MARKET,1.01,FILLED
ORD-F5B951BCE3A0E0DA6CA1,DEC-55203D9B6AD7F58374AF,CYC-9C231DD88170D29DD4E2,2024-10-29,2024-10-30,BUY,126800,LIMIT,1.197,FILLED
ORD-1FDDAC9A0A7A643F194B,DEC-AB1ACCA46DADCB9E0433,CYC-9C231DD88170D29DD4E2,2024-10-30,2024-10-31,SELL,126800,MARKET,0.981,FILLED
ORD-613DE8387B8F25C795AA,DEC-23614902631FFDA34813,CYC-7252B2392ABF04A2B2CF,2024-11-08,2024-11-11,BUY,118900,LIMIT,1.261,FILLED
ORD-D3C7C843C50A07CBAE82,DEC-AB0E542D93DB7B25DE7F,CYC-7252B2392ABF04A2B2CF,2024-11-11,2024-11-12,SELL,118900,MARKET,1.099,FILLED
ORD-B40C85B2755DA4491D69,DEC-3623731DA0EFD0E20272,CYC-AF4C0FD8FFC4F88577C3,2024-11-12,2024-11-13,BUY,120200,LIMIT,1.291,FILLED
ORD-5223B61A6B255D34B223,DEC-1150FC9B60C63D2E8954,CYC-AF4C0FD8FFC4F88577C3,2024-11-13,2024-11-14,SELL,120200,MARKET,1.087,FILLED
ORD-B1F946C65651545ECE06,DEC-4B8CC25B6DA3F1F59CC0,CYC-512A754521605B7E0EE6,2024-12-10,2024-12-11,BUY,125900,LIMIT,1.242,FILLED
ORD-CA05E1F9BEE1302793B6,DEC-B23A41EB42F4437A5653,CYC-512A754521605B7E0EE6,2024-12-11,2024-12-12,SELL,125900,MARKET,1.032,FILLED
ORD-5A6AE562057DCEEC09BB,DEC-E2F21B582CF2702486E1,CYC-18A7646F2DF5D003C4BF,2024-12-23,2024-12-24,BUY,126700,LIMIT,1.226,FILLED
ORD-9E476E1FF58E04E734DE,DEC-2202E5558698CF5BD87E,CYC-18A7646F2DF5D003C4BF,2024-12-24,2024-12-25,SELL,126700,MARKET,1.039,FILLED
ORD-02E68CB172A76EF1CB5C,DEC-2730994D1B9D60940B04,CYC-1C3F6051292FC1D103BE,2024-12-27,2024-12-30,BUY,125500,LIMIT,1.251,FILLED
ORD-84DD87DC334D1FEBD178,DEC-F8FBD2C3146B6C0314DE,CYC-1C3F6051292FC1D103BE,2024-12-30,2024-12-31,SELL,125500,MARKET,1.046,FILLED
ORD-AD786775C092C95729AB,DEC-706D7D52E3E51AD198EC,CYC-8755C9DDCB369C502D3B,2025-01-16,2025-01-17,BUY,133700,LIMIT,1.176,FILLED
ORD-D12917361BB9D477407D,DEC-CCAFD8640ED778D17BBC,CYC-8755C9DDCB369C502D3B,2025-01-17,2025-01-20,SELL,133700,MARKET,0.989,FILLED
ORD-E0179D8403E6755A647D,DEC-D76115C10D2E0F35AA0D,CYC-982E07D733DA6C1A3552,2025-01-23,2025-01-24,BUY,134400,LIMIT,1.188,FILLED
ORD-6695EB6DF4BD7EABD4E9,DEC-64CC53836975D74EDAB8,CYC-982E07D733DA6C1A3552,2025-02-10,2025-02-11,SELL,134400,MARKET,1.062,FILLED
ORD-614D68CC13ACD3DAB027,DEC-C86B0EC7FA13530E96BA,CYC-CD19CD38ACF94FA221EA,2025-02-13,2025-02-14,BUY,135100,LIMIT,1.248,FILLED
ORD-012E359C63D3AA07FCD9,DEC-62E0A2D3CBF8950DD1E6,CYC-CD19CD38ACF94FA221EA,2025-02-14,2025-02-17,SELL,135100,MARKET,1.047,FILLED
ORD-4432875105CF4C01AC44,DEC-1690703F930F302C9ADF,CYC-6AC7AA8B082A2CCE27C4,2025-02-18,2025-02-19,BUY,137200,LIMIT,1.24,FILLED
ORD-BA87A430DC63F1175651,DEC-C4899E7AFBD5FBF4376B,CYC-6AC7AA8B082A2CCE27C4,2025-02-19,2025-02-20,SELL,137200,MARKET,1.06,FILLED
ORD-F88E5B77DB66F508DAA8,DEC-68347FD62A33F5D41D37,CYC-3BFF33CD76D4E4699E40,2025-03-03,2025-03-04,BUY,132300,LIMIT,1.304,FILLED
ORD-241693D5071CF34D4321,DEC-18D81C5D005E9DD62E1F,CYC-3BFF33CD76D4E4699E40,2025-03-04,2025-03-05,SELL,132300,MARKET,1.107,FILLED
ORD-C2BA6FF5829A7DC0720E,DEC-DAB2C7775BF281F05703,CYC-03FD51A3D11BB9553A28,2025-04-07,2025-04-08,BUY,153900,LIMIT,1.142,FILLED
ORD-7F9C35C89D35537A7A79,DEC-E3BA4C675064C400B98F,CYC-03FD51A3D11BB9553A28,2025-04-09,2025-04-10,SELL,153900,MARKET,1.001,FILLED
ORD-1778D6FBAFA7C7E51589,DEC-02A768E415EBCA79D13E,CYC-1871AE423BC50A19B609,2025-06-10,2025-06-11,BUY,153900,LIMIT,1.207,FILLED
ORD-C264EAC1B9ACC410BF95,DEC-D3A465A3F587D37468C8,CYC-1871AE423BC50A19B609,2025-06-12,2025-06-13,SELL,153900,MARKET,1.002,FILLED
ORD-D8003D1B22CBFDFA90A0,DEC-ED2FD6ADE9C467719311,CYC-1517B0E46B611F0476A6,2025-06-17,2025-06-18,BUY,155400,LIMIT,1.184,FILLED
ORD-E85C6ECFF4F13A956237,DEC-7783AFF180C0A8F69B65,CYC-1517B0E46B611F0476A6,2025-06-18,2025-06-19,SELL,155400,MARKET,0.992,FILLED
ORD-FE4DF5B45AC259D5C2E3,DEC-4B9D7332748AC175C989,CYC-047A6A43173436572408,2025-06-24,2025-06-25,BUY,153100,LIMIT,1.202,FILLED
ORD-4F9F02BE7CF3291D7D11,DEC-F9085D3BF9649652F8C6,CYC-047A6A43173436572408,2025-06-30,2025-07-01,SELL,153100,MARKET,1.029,FILLED
ORD-03A3595651C951DBF2FF,DEC-38FEFC1951E3A3FABBEB,CYC-D528818E3F520464A522,2025-07-04,2025-07-07,BUY,154500,LIMIT,1.211,FILLED
ORD-251AB3EC4DD1570A87F8,DEC-5DDF3705BCFAE32BAFD4,CYC-D528818E3F520464A522,2025-07-07,2025-07-08,SELL,154500,MARKET,1.004,FILLED
ORD-4660BC79F3836DEF8F23,DEC-DF9ABB077FDE23B5EF2C,CYC-E4AF4C82224705AA1D9C,2025-07-23,2025-07-24,BUY,148100,LIMIT,1.255,FILLED
ORD-DD851DCEBF92FEEBABDD,DEC-29BD578AD82E08EDD0B0,CYC-E4AF4C82224705AA1D9C,2025-07-24,2025-07-25,SELL,148100,MARKET,1.06,FILLED
ORD-AC619FBA7013D5D5F1FA,DEC-204B2AA922319C85A6C9,CYC-A21E5033BB587B998147,2025-07-30,2025-07-31,BUY,144100,LIMIT,1.3,FILLED
ORD-E7B7729A56DD23A145F9,DEC-3D27BE0CE55B71CBAD7B,CYC-A21E5033BB587B998147,2025-08-04,2025-08-05,SELL,144100,MARKET,1.077,FILLED
ORD-C8478C3E70D5156C6B5B,DEC-0EE5FD05C462ECD90554,CYC-5682563323EA73469DD1,2025-08-07,2025-08-08,BUY,143200,LIMIT,1.3,FILLED
ORD-7D411755F83EE4C73865,DEC-F36ECA4D8D085430A4A3,CYC-5682563323EA73469DD1,2025-08-08,2025-08-11,SELL,143200,MARKET,1.07,FILLED
ORD-16A6046E8AB4C271E7A5,DEC-3A407AD596A85DBE6F93,CYC-755AFF1D2C515D659EFB,2025-08-13,2025-08-14,BUY,138700,LIMIT,1.327,FILLED
ORD-2B061034C2379C1E8F31,DEC-336FBA997719DF1FDB12,CYC-755AFF1D2C515D659EFB,2025-08-15,2025-08-18,SELL,138700,MARKET,1.131,FILLED
ORD-0C0243672423539AEFB0,DEC-98554CB626D2523B248E,CYC-FE0D4F0F98628425A260,2025-08-19,2025-08-20,BUY,137500,LIMIT,1.37,FILLED
ORD-7DDE11CDD7EE50C7C087,DEC-E584890BD3003CB0D907,CYC-FE0D4F0F98628425A260,2025-08-20,2025-08-21,SELL,137500,MARKET,1.179,FILLED
ORD-B070EE680F59223ADB5E,DEC-A941387827C54DABD9BD,CYC-824B53AB08D02171F91C,2025-08-25,2025-08-26,BUY,121800,LIMIT,1.588,FILLED
ORD-C2072E66BB63D09F6FD4,DEC-1850F464397A292C5F12,CYC-824B53AB08D02171F91C,2025-08-29,2025-09-01,SELL,121800,MARKET,1.381,FILLED
ORD-B85AB282E30A69148A29,DEC-A832A3799C3BEF209AC0,CYC-68C7D77CBDCF9AF7DEB8,2025-09-02,2025-09-03,BUY,124700,LIMIT,1.634,FILLED
ORD-73C1254EB7494326D702,DEC-63494326B3617AB8AD6F,CYC-68C7D77CBDCF9AF7DEB8,2025-09-03,2025-09-04,SELL,124700,MARKET,1.335,FILLED
ORD-7E6865345F2BC9A53F2E,DEC-9648F1C6F85E768D51DF,CYC-BC5EF5FAC556F3B54125,2025-09-04,2025-09-05,BUY,133400,LIMIT,1.501,FILLED
ORD-9BE6E929EBC3E8629FFA,DEC-1F9A6633F1DC176EA5DB,CYC-BC5EF5FAC556F3B54125,2025-09-05,2025-09-08,SELL,133400,MARKET,1.296,FILLED
ORD-01211C114B9F4671D06A,DEC-746B8D39524A86AFF808,CYC-9368DBD205A19EB3DCE7,2025-09-18,2025-09-19,BUY,121000,LIMIT,1.697,FILLED
ORD-96FB0A68CCBD43322657,DEC-A0BADC88EDA226B2A1A7,CYC-9368DBD205A19EB3DCE7,2025-09-19,2025-09-22,SELL,121000,MARKET,1.398,FILLED
ORD-F1E899DEB0EBDED601A6,DEC-CBF6A61967C88BD724EB,CYC-826AE3632A8FD18D45AD,2025-10-09,2025-10-10,BUY,106100,LIMIT,1.896,FILLED
ORD-05609822E23CFEA8FB10,DEC-8BDD605106DEAC7A10FB,CYC-826AE3632A8FD18D45AD,2025-10-13,2025-10-14,SELL,106100,MARKET,1.513,FILLED
ORD-59F491BFFB8679850FFB,DEC-71EFC1CC253DB19A9092,CYC-C584DD9FCDEA434A367F,2025-10-31,2025-11-03,BUY,114500,LIMIT,1.729,FILLED
ORD-9B1394F170D7CF7A2CB7,DEC-3D56478E6E7F8AA713A5,CYC-C584DD9FCDEA434A367F,2025-11-03,2025-11-04,SELL,114500,MARKET,1.425,FILLED
ORD-38961E7977220BD445F8,DEC-AA2FB456E70AC1BDB834,CYC-CB1EA90BE0D78C36DF4D,2025-11-21,2025-11-24,BUY,126000,LIMIT,1.568,FILLED
ORD-FC11C78A362BB529B9D3,DEC-1AB30607DC9E9D414EBD,CYC-CB1EA90BE0D78C36DF4D,2025-11-28,2025-12-01,SELL,126000,MARKET,1.35,FILLED
ORD-7CDA6F3A78CE2A86A276,DEC-85ED05A9606EFCE8468F,CYC-E947095A69A373F34FE3,2025-12-11,2025-12-12,BUY,124600,LIMIT,1.619,FILLED
ORD-1317C41A04608F0EA348,DEC-58D97EE3E831DC4FF9F1,CYC-E947095A69A373F34FE3,2025-12-12,2025-12-15,SELL,124600,MARKET,1.372,FILLED
ORD-6832FA5958ABC9F678B1,DEC-2167AC585245F9869809,CYC-B40DC07960A1A8900D2B,2025-12-26,2025-12-29,BUY,123100,LIMIT,1.647,FILLED
ORD-ABE47708AC33D319F129,DEC-577070016CA681BD90CC,CYC-B40DC07960A1A8900D2B,2026-01-15,2026-01-16,SELL,123100,MARKET,1.522,FILLED
ORD-277C77934A91C0379B2C,DEC-1B934B8A1626816EC2EE,CYC-EA5E6592B31947F2928B,2026-01-20,2026-01-21,BUY,122900,LIMIT,1.81,FILLED
ORD-5AB70051DB046B7543A0,DEC-EAD6DA420CD02ADBCDF4,CYC-EA5E6592B31947F2928B,2026-01-21,2026-01-22,SELL,122900,MARKET,1.565,FILLED
ORD-D0E33DB0A128670F75F9,DEC-2945CCCBC935EE2E0EA9,CYC-107FA846D8DC7ECAD552,2026-01-26,2026-01-27,BUY,123900,LIMIT,1.875,FILLED
ORD-9422E7C677778E3E958B,DEC-3FBF5BC9A6234EBEA88A,CYC-107FA846D8DC7ECAD552,2026-01-27,2026-01-28,SELL,123900,MARKET,1.587,FILLED
ORD-4C6151CAD3506D78CD3B,DEC-4B9A0C600B89304F6960,CYC-9AFB01AF8363EE67CD42,2026-01-29,2026-01-30,BUY,127800,LIMIT,1.846,FILLED
ORD-580F42A65368A0C8C791,DEC-2D6C01DEFA51C01B33B8,CYC-9AFB01AF8363EE67CD42,2026-01-30,2026-02-02,SELL,127800,MARKET,1.538,FILLED
ORD-328D1A7A519D4A53BFF9,DEC-76023B61ED47E33DD57A,CYC-C797409D12F67BFB13CB,2026-03-03,2026-03-04,BUY,137400,LIMIT,1.703,FILLED
ORD-79945FBA625BBC11C66C,DEC-29672D1017D21993D222,CYC-C797409D12F67BFB13CB,2026-03-04,2026-03-05,SELL,137400,MARKET,1.413,FILLED
ORD-6D3303EB2D62281B76AD,DEC-420E28E83CA6783704F1,CYC-5B882D6C54D1AADB9983,2026-03-17,2026-03-18,BUY,144300,LIMIT,1.659,FILLED
ORD-E998D06188ABDA324673,DEC-03316BD8B5093AC43542,CYC-5B882D6C54D1AADB9983,2026-03-18,2026-03-19,SELL,144300,MARKET,1.4,FILLED
ORD-8977CDFB1B706FF2FC69,DEC-F56D0F4AFF6998365B56,CYC-437A8038D931938C4D4F,2026-03-20,2026-03-23,BUY,147200,LIMIT,1.612,FILLED
ORD-BCE0F0E5A4ECF5A32B05,DEC-0D79FEC02D90359899C1,CYC-437A8038D931938C4D4F,2026-03-24,2026-03-25,SELL,147200,MARKET,1.317,FILLED
ORD-0FD44415AE757C460CE0,DEC-E13D579A33906239FD5D,CYC-927B6149D978F3AC802D,2026-04-09,2026-04-10,BUY,143900,LIMIT,1.646,FILLED
ORD-7F2C95ACC84229FC684A,DEC-8E26C163327BC237CB1C,CYC-927B6149D978F3AC802D,2026-04-21,2026-04-22,SELL,143900,MARKET,1.458,FILLED
ORD-470AA1615F96A9E9D27E,DEC-A2E2BF78BEEEAA753865,CYC-FCC9A100737856696F38,2026-04-23,2026-04-24,BUY,140000,LIMIT,1.754,FILLED
ORD-B81FD5EA2223A0EC2342,DEC-C2D95B330003889624B9,CYC-FCC9A100737856696F38,2026-04-24,2026-04-27,SELL,140000,MARKET,1.485,FILLED
ORD-728B50E0AA68A979286B,DEC-980E48BEC2E3D460C7A6,CYC-EF710CB23F1606D01034,2026-04-28,2026-04-29,BUY,137400,LIMIT,1.822,FILLED
ORD-7E895F4BBFB23D83C4C8,DEC-8AD35CE3405429913F59,CYC-EF710CB23F1606D01034,2026-04-29,2026-04-30,SELL,137400,MARKET,1.526,FILLED
ORD-F801EDB6FC201E845F48,DEC-4C40BC6008D2E320A44E,CYC-CA517F6A98017DE57BF7,2026-05-06,2026-05-07,BUY,125300,LIMIT,2.028,FILLED
ORD-959DD4D5E0D2029C8472,DEC-9A209B0060AA8757E9A1,CYC-CA517F6A98017DE57BF7,2026-05-07,2026-05-08,SELL,125300,MARKET,1.715,FILLED
ORD-4819BD20DAAD4C0A0069,DEC-6DC8E8E541844B7E36FE,CYC-EBE06B5AD7F08576F5B5,2026-05-11,2026-05-12,BUY,119800,LIMIT,2.103,FILLED
ORD-2E3C6C34CFD4E699CA13,DEC-EC073E0DF5EAC573EDEB,CYC-EBE06B5AD7F08576F5B5,2026-05-13,2026-05-14,SELL,119800,MARKET,1.808,FILLED
ORD-BFF1181AFB9AA1ED9946,DEC-22DC35439F5918C253A9,CYC-4DF996759F673339C06E,2026-05-14,2026-05-15,BUY,123300,LIMIT,2.113,FILLED
ORD-B4D3F73D25D20480367D,DEC-BE65DDCD686480470958,CYC-4DF996759F673339C06E,2026-05-18,2026-05-19,SELL,123300,MARKET,1.747,FILLED
ORD-AB52C7E020AEE0356C4C,DEC-BE081A6F30508091C14C,CYC-DEC0C49C7B0AC9360AF5,2026-05-21,2026-05-22,BUY,118900,LIMIT,2.163,FILLED
ORD-68AC657CE73ED4572182,DEC-4B766DE5BF87F729504E,CYC-DEC0C49C7B0AC9360AF5,2026-05-22,2026-05-25,SELL,118900,MARKET,1.83,FILLED
ORD-01A96141EEECD51ECE64,DEC-957C2D7979CAA4D45C60,CYC-E508E8D4506ABAC697C6,2026-05-27,2026-05-28,BUY,116100,LIMIT,2.227,FILLED
ORD-44A21A13E44D147B8DB9,DEC-A3265652B5C00A3CA4FF,CYC-E508E8D4506ABAC697C6,2026-05-28,2026-05-29,SELL,116100,MARKET,1.884,FILLED
ORD-FEAE026EF329F43468E7,DEC-8B4FCF909ED50AE779C4,CYC-EA189B2301933BDBF854,2026-05-29,2026-06-01,BUY,122700,LIMIT,2.148,FILLED
ORD-047F3C23AF31A45D8415,DEC-9459D8E16A9B990C602A,CYC-EA189B2301933BDBF854,2026-06-02,2026-06-03,SELL,122700,MARKET,1.727,FILLED
ORD-A63CBDA3F629335B6AA3,DEC-769751FDCB94501FF0D7,CYC-3CF5D77F0858985023E2,2026-06-22,2026-06-23,BUY,107100,LIMIT,2.387,FILLED
ORD-0E054D15D23EABB1A735,DEC-0554BE94DFEC887A1661,CYC-3CF5D77F0858985023E2,2026-06-24,2026-06-25,SELL,107100,MARKET,2.036,FILLED
ORD-B6552E65DF6D60283906,DEC-CEC6C643D6E86BC48EC6,CYC-B204394AD7106919A6EC,2026-06-26,2026-06-29,BUY,105700,LIMIT,2.492,FILLED
ORD-2FDFC98A09134E6E5305,DEC-4AD783E1BFCCAB25A42C,CYC-B204394AD7106919A6EC,2026-06-29,2026-06-30,SELL,105700,MARKET,2.18,FILLED
ORD-964E9EC80BFA816317FB,DEC-39CA94AEAB305702FACC,CYC-8CBD9031B5BCA79A142A,2026-07-10,2026-07-13,BUY,106900,LIMIT,2.568,FILLED
ORD-78C63B1E710701CA09D9,DEC-5D866188018417DD021F,CYC-8CBD9031B5BCA79A142A,2026-07-14,2026-07-15,SELL,106900,MARKET,2.065,FILLED
ORD-C843D66644EBA9F9D40D,DEC-C5CB90431CD1F407DFF5,CYC-7F79B8D92898B90D126E,2026-07-31,2026-08-03,BUY,135600,LIMIT,2.01,FILLED
ORD-5B7E20F20B29DA8D2118,DEC-8B2ED56B225A23F26568,CYC-7F79B8D92898B90D126E,2026-08-06,2026-08-07,SELL,135600,MARKET,1.739,FILLED
