signal_id,name,namespace,registry_category,frequency,status,config_json,output_key,s001_reference_function,observed_days,primary_state_count,primary_value_counts_json,full_value_counts_json,error_type,error
SIG-30M-81D5F8AFBD7710DF,tas_cross_status_V230625,tas,kline,30m,GENERATED,"{""di"":1,""freq"":""30分钟"",""j"":0,""md"":1,""n"":100,""name"":""tas_cross_status_V230625"",""s"":0}",30分钟_D1N100MD1J0S0_MACD交叉数量V230625,False,1346,3,"{""0轴上第0次金叉以后"":595,""0轴下第0次金叉以后"":654,""其他"":97}","{""0轴上第0次金叉以后_任意_任意"":595,""0轴下第0次金叉以后_任意_任意"":654,""其他_任意_任意"":97}",,
SIG-30M-BD9747FC2C4418A3,tas_dif_layer_V241010,tas,kline,30m,GENERATED,"{""freq"":""30分钟"",""name"":""tas_dif_layer_V241010"",""t"":30,""w"":100}",30分钟_DIF分层W100T30_完全分类V241010,False,1346,3,"{""多头远离"":376,""空头远离"":408,""零轴附近"":562}","{""多头远离_任意_任意"":376,""空头远离_任意_任意"":408,""零轴附近_任意_任意"":562}",,
SIG-30M-CA52D300A3CAF34B,tas_dif_zero_V240612,tas,kline,30m,GENERATED,"{""freq"":""30分钟"",""name"":""tas_dif_zero_V240612"",""t"":50}",30分钟_DIF靠近零轴T50_BS辅助V240612,False,1346,3,"{""买点"":36,""其他"":1282,""卖点"":28}","{""买点_任意_任意"":36,""其他_任意_任意"":1282,""卖点_任意_任意"":28}",,
SIG-30M-7F3CBBC5A528FC70,tas_dif_zero_V240614,tas,kline,30m,GENERATED,"{""freq"":""30分钟"",""name"":""tas_dif_zero_V240614"",""t"":50,""w"":20}",30分钟_DIF靠近零轴W20T50_BS辅助V240614,False,1346,3,"{""买点"":30,""其他"":1281,""卖点"":35}","{""买点_任意_任意"":30,""其他_任意_任意"":1281,""卖点_任意_任意"":35}",,
SIG-30M-08C795919B61C44B,tas_dma_bs_V240608,tas,kline,30m,GENERATED,"{""freq"":""30分钟"",""n"":5,""name"":""tas_dma_bs_V240608"",""t1"":5,""t2"":10}",30分钟_N5双均线5#10顺势_BS辅助V240608,False,1346,3,"{""买点"":30,""其他"":1247,""卖点"":69}","{""买点_任意_任意"":30,""其他_任意_任意"":1247,""卖点_任意_任意"":69}",,
SIG-30M-1BCB885FB8958A9F,tas_double_ma_V221203,tas,kline,30m,GENERATED,"{""di"":1,""freq"":""30分钟"",""ma_type"":""SMA"",""name"":""tas_double_ma_V221203"",""th"":100,""timeperiod1"":5,""timeperiod2"":10}",30分钟_D1T100#SMA#5#10_JX辅助V221203,False,1346,2,"{""多头"":628,""空头"":718}","{""多头_弱势_任意"":576,""多头_强势_任意"":52,""空头_弱势_任意"":678,""空头_强势_任意"":40}",,
SIG-30M-6CAEDED21F491AF3,tas_double_ma_V230511,tas,kline,30m,GENERATED,"{""di"":1,""freq"":""30分钟"",""ma_type"":""SMA"",""name"":""tas_double_ma_V230511"",""t1"":5,""t2"":20}",30分钟_D1#SMA#5#20_BS辅助V230511,False,1346,3,"{""其他"":1179,""看多"":60,""看空"":107}","{""其他_任意_任意"":1179,""看多_任意_任意"":52,""看多_第一个_任意"":8,""看空_任意_任意"":92,""看空_第一个_任意"":15}",,
SIG-30M-4D49B562476C65F1,tas_double_ma_V240208,tas,kline,30m,GENERATED,"{""M"":60,""N"":20,""di"":1,""freq"":""30分钟"",""name"":""tas_double_ma_V240208""}",30分钟_D1N20M60双均线_BS辅助V240208,False,1346,3,"{""其他"":772,""多头"":284,""空头"":290}","{""其他_任意_任意"":772,""多头_任意_任意"":284,""空头_任意_任意"":290}",,
SIG-30M-9A4F14E62DF45E20,tas_first_bs_V230217,tas,kline,30m,GENERATED,"{""di"":1,""freq"":""30分钟"",""ma_type"":""SMA"",""n"":10,""name"":""tas_first_bs_V230217"",""timeperiod"":5}",30分钟_D1N10#SMA#5_BS1辅助V230217,False,1346,2,"{""一买"":13,""其他"":1333}","{""一买_任意_任意"":13,""其他_任意_任意"":1333}",,
SIG-30M-59A4BAE9305C0CEA,tas_hlma_V230301,tas,kline,30m,GENERATED,"{""di"":1,""freq"":""30分钟"",""ma_type"":""SMA"",""name"":""tas_hlma_V230301"",""timeperiod"":3}",30分钟_D1#SMA#3HLMA_BS辅助V230301,False,1346,3,"{""其他"":1261,""看多"":59,""看空"":26}","{""其他_任意_任意"":1261,""看多_任意_任意"":59,""看空_任意_任意"":26}",,
SIG-30M-5DFFC57AC894B9C0,tas_kdj_base_V221101,tas,kline,30m,GENERATED,"{""di"":1,""fastk_period"":9,""freq"":""30分钟"",""name"":""tas_kdj_base_V221101"",""slowd_period"":3,""slowk_period"":3}",30分钟_D1K#KDJ9#3#3_KDJ辅助V221101,False,1346,3,"{""其他"":2,""多头"":699,""空头"":645}","{""其他_向上_任意"":2,""多头_向上_任意"":535,""多头_向下_任意"":164,""空头_向上_任意"":219,""空头_向下_任意"":426}",,
SIG-30M-F8E3816211A21B24,tas_kdj_evc_V221201,tas,kline,30m,GENERATED,"{""c1"":5,""c2"":8,""di"":1,""fastk_period"":9,""freq"":""30分钟"",""key"":""K"",""name"":""tas_kdj_evc_V221201"",""slowd_period"":3,""slowk_period"":3,""th"":10}",30分钟_D1T10KDJ9#3#3#K值突破5#8_KDJ极值V221201,False,1346,3,"{""其他"":1289,""多头"":26,""空头"":31}","{""其他_任意_任意"":1289,""多头_C5_任意"":10,""多头_C6_任意"":14,""多头_C7_任意"":2,""空头_C5_任意"":15,""空头_C6_任意"":10,""空头_C7_任意"":6}",,
SIG-30M-98355671BDBC6862,tas_kdj_evc_V230401,tas,kline,30m,GENERATED,"{""di"":1,""fastk_period"":9,""freq"":""30分钟"",""key"":""K"",""max_count"":8,""min_count"":5,""name"":""tas_kdj_evc_V230401"",""slowd_period"":3,""slowk_period"":3,""th"":10}",30分钟_D1T10KDJ9#3#3#K值突破5#8_BS辅助V230401,False,1346,3,"{""其他"":1289,""多头"":26,""空头"":31}","{""其他_任意_任意"":1289,""多头_任意_任意"":26,""空头_任意_任意"":31}",,
SIG-30M-C584C0AE127CF20E,tas_low_trend_V230627,tas,kline,30m,GENERATED,"{""di"":1,""freq"":""30分钟"",""n"":13,""name"":""tas_low_trend_V230627"",""th"":300}",30分钟_D1N13TH300_趋势230627,False,1346,3,"{""其他"":1075,""小阳趋势"":74,""阴跌趋势"":197}","{""其他_任意_任意"":1075,""小阳趋势_任意_任意"":74,""阴跌趋势_任意_任意"":197}",,
SIG-30M-E5AE9A83EB877E10,tas_ma_base_V221101,tas,kline,30m,GENERATED,"{""di"":1,""freq"":""30分钟"",""ma_type"":""SMA"",""name"":""tas_ma_base_V221101"",""timeperiod"":5}",30分钟_D1SMA#5_分类V221101,False,1346,2,"{""多头"":682,""空头"":664}","{""多头_向上_任意"":550,""多头_向下_任意"":132,""空头_向上_任意"":101,""空头_向下_任意"":563}",,
SIG-30M-C79F1E10561B4F22,tas_ma_base_V221203,tas,kline,30m,GENERATED,"{""di"":1,""freq"":""30分钟"",""ma_type"":""SMA"",""name"":""tas_ma_base_V221203"",""th"":100,""timeperiod"":5}",30分钟_D1SMA#5T100_分类V221203,False,1346,2,"{""多头"":682,""空头"":664}","{""多头_向上_远离"":42,""多头_向上_靠近"":508,""多头_向下_远离"":2,""多头_向下_靠近"":130,""空头_向上_远离"":3,""空头_向上_靠近"":98,""空头_向下_远离"":41,""空头_向下_靠近"":522}",,
SIG-30M-68FE774111288F07,tas_ma_base_V230313,tas,kline,30m,GENERATED,"{""di"":1,""freq"":""30分钟"",""ma_type"":""SMA"",""max_overlap"":5,""name"":""tas_ma_base_V230313"",""timeperiod"":5}",30分钟_D1#SMA#5MO5_BS辅助V230313,False,1346,3,"{""其他"":378,""看多"":517,""看空"":451}","{""其他_任意_任意"":378,""看多_向上_任意"":385,""看多_向下_任意"":132,""看空_向上_任意"":100,""看空_向下_任意"":351}",,
SIG-30M-D3B3071033DEFFD2,tas_ma_cohere_V230512,tas,kline,30m,GENERATED,"{""di"":1,""freq"":""30分钟"",""ma_seq"":""5#13#21#34#55"",""name"":""tas_ma_cohere_V230512""}",30分钟_D1SMA5#13#21#34#55_均线系统V230512,False,1346,3,"{""其他"":346,""扩散"":989,""粘合"":11}","{""其他_任意_任意"":346,""扩散_任意_任意"":989,""粘合_任意_任意"":11}",,
SIG-30M-44F379B29BB956CC,tas_ma_round_V221206,tas,kline,30m,GENERATED,"{""di"":1,""freq"":""30分钟"",""ma_type"":""SMA"",""name"":""tas_ma_round_V221206"",""th"":10,""timeperiod"":5}",30分钟_D1TH10#碰SMA#5_BE辅助V221206,False,1346,3,"{""上碰"":38,""下碰"":35,""其他"":1273}","{""上碰_任意_任意"":38,""下碰_任意_任意"":35,""其他_任意_任意"":1273}",,
SIG-30M-5AB8F67776EBF508,tas_ma_system_V230513,tas,kline,30m,GENERATED,"{""di"":1,""freq"":""30分钟"",""ma_seq"":""5#10#20"",""name"":""tas_ma_system_V230513""}",30分钟_D1SMA5#10#20_均线系统V230513,False,1346,3,"{""其他"":405,""多头排列"":431,""空头排列"":510}","{""其他_任意_任意"":405,""多头排列_任意_任意"":431,""空头排列_任意_任意"":510}",,
SIG-30M-FCF161C964C5C292,tas_macd_base_V221028,tas,kline,30m,GENERATED,"{""di"":1,""fastperiod"":12,""freq"":""30分钟"",""name"":""tas_macd_base_V221028"",""signalperiod"":""9#MACD"",""slowperiod"":26}",30分钟_D1MACD12#26#9#MACD_BS辅助V221028,False,1346,2,"{""多头"":646,""空头"":700}","{""多头_向上_任意"":324,""多头_向下_任意"":322,""空头_向上_任意"":351,""空头_向下_任意"":349}",,
SIG-30M-20B309C80519200E,tas_macd_base_V230320,tas,kline,30m,GENERATED,"{""di"":1,""fastperiod"":12,""freq"":""30分钟"",""key"":""MACD"",""max_overlap"":3,""name"":""tas_macd_base_V230320"",""signalperiod"":9,""slowperiod"":26}",30分钟_D1MACD12#26#9MO3#MACD_BS辅助V230320,False,1346,3,"{""其他"":1097,""多头"":126,""空头"":123}","{""其他_任意_任意"":1097,""多头_向上_任意"":124,""多头_向下_任意"":2,""空头_向上_任意"":8,""空头_向下_任意"":115}",,
SIG-30M-0955D47E1FC592C4,tas_macd_bc_V221201,tas,kline,30m,GENERATED,"{""di"":1,""fastperiod"":12,""freq"":""30分钟"",""m"":50,""n"":3,""name"":""tas_macd_bc_V221201"",""signalperiod"":9,""slowperiod"":26}",30分钟_D1N3M50#MACD12#26#9_BCV221201,False,1346,3,"{""其他"":1214,""底部"":85,""顶部"":47}","{""其他_红柱_任意"":593,""其他_绿柱_任意"":621,""底部_红柱_任意"":10,""底部_绿柱_任意"":75,""顶部_红柱_任意"":43,""顶部_绿柱_任意"":4}",,
SIG-30M-4325CC4E4CC6D068,tas_macd_bc_V230803,tas,kline,30m,GENERATED,"{""freq"":""30分钟"",""name"":""tas_macd_bc_V230803""}",30分钟_MACD双分型背驰_BS辅助V230803,False,1346,3,"{""其他"":1177,""多头"":94,""空头"":75}","{""其他_任意_任意"":1177,""多头_任意_任意"":94,""空头_任意_任意"":75}",,
SIG-30M-7C704A9940104631,tas_macd_bc_V230804,tas,kline,30m,GENERATED,"{""di"":1,""freq"":""30分钟"",""name"":""tas_macd_bc_V230804""}",30分钟_D1MACD背驰_BS辅助V230804,False,1346,3,"{""其他"":1198,""多头"":71,""空头"":77}","{""其他_任意_任意"":1198,""多头_任意_任意"":71,""空头_任意_任意"":77}",,
SIG-30M-9B9F9DEF26EE705D,tas_macd_bc_V240307,tas,kline,30m,GENERATED,"{""di"":1,""freq"":""30分钟"",""n"":20,""name"":""tas_macd_bc_V240307""}",30分钟_D1N20柱子背驰_BS辅助V240307,False,1346,3,"{""其他"":1152,""底背驰"":99,""顶背驰"":95}","{""其他_其他_任意"":1152,""底背驰_第10次_任意"":2,""底背驰_第12次_任意"":1,""底背驰_第1次_任意"":20,""底背驰_第2次_任意"":21,""底背驰_第3次_任意"":18,""底背驰_第4次_任意"":16,""底背驰_第5次_任意"":7,""底背驰_第6次_任意"":7,""底背驰_第7次_任意"":5,""底背驰_第8次_任意"":1,""底背驰_第9次_任意"":1,""顶背驰_第10次_任意"":2,""顶背驰_第14次_任意"":1,""顶背驰_第1次_任意"":16,""顶背驰_第2次_任意"":22,""顶背驰_第3次_任意"":11,""顶背驰_第4次_任意"":14,""顶背驰_第5次_任意"":8,""顶背驰_第6次_任意"":7,""顶背驰_第7次_任意"":10,""顶背驰_第8次_任意"":3,""顶背驰_第9次_任意"":1}",,
SIG-30M-4EED89CB58072D6B,tas_macd_bc_ubi_V230804,tas,kline,30m,GENERATED,"{""freq"":""30分钟"",""name"":""tas_macd_bc_ubi_V230804""}",30分钟_MACD背驰_UBI观察V230804,False,1346,3,"{""其他"":1259,""多头"":41,""空头"":46}","{""其他_任意_任意"":1259,""多头_任意_任意"":41,""空头_任意_任意"":46}",,
SIG-30M-2B5E720799D2013A,tas_macd_bs1_V230312,tas,kline,30m,GENERATED,"{""di"":1,""fastperiod"":12,""freq"":""30分钟"",""name"":""tas_macd_bs1_V230312"",""signalperiod"":9,""slowperiod"":26}",30分钟_D1MACD12#26#9_BS1辅助V230312,False,1346,3,"{""其他"":1228,""看多"":84,""看空"":34}","{""其他_任意_任意"":1228,""看多_任意_任意"":84,""看空_任意_任意"":34}",,
SIG-30M-009DC0C6A026EFEA,tas_macd_bs1_V230313,tas,kline,30m,GENERATED,"{""di"":1,""fastperiod"":12,""freq"":""30分钟"",""name"":""tas_macd_bs1_V230313"",""signalperiod"":9,""slowperiod"":26}",30分钟_D1MACD12#26#9_BS1辅助V230313,False,1346,3,"{""一买"":81,""一卖"":82,""其他"":1183}","{""一买_死叉_任意"":32,""一买_金叉_任意"":49,""一卖_死叉_任意"":48,""一卖_金叉_任意"":34,""其他_死叉_任意"":620,""其他_金叉_任意"":563}",,
SIG-30M-6361D2EEB409E3DB,tas_macd_bs1_V230411,tas,kline,30m,GENERATED,"{""di"":1,""freq"":""30分钟"",""name"":""tas_macd_bs1_V230411"",""tha"":30,""thb"":5,""thc"":30}",30分钟_D1T30#5#30_BS1辅助V230411,False,1346,3,"{""其他"":1248,""底背驰"":44,""顶背驰"":54}","{""其他_任意_任意"":1248,""底背驰_任意_任意"":44,""顶背驰_任意_任意"":54}",,
SIG-30M-ED9273B5A46AD029,tas_macd_bs1_V230412,tas,kline,30m,GENERATED,"{""di"":1,""freq"":""30分钟"",""name"":""tas_macd_bs1_V230412"",""tha"":100,""thb"":10}",30分钟_D1T100#10_BS1辅助V230412,False,1346,3,"{""其他"":1239,""底背驰"":64,""顶背驰"":43}","{""其他_任意_任意"":1239,""底背驰_任意_任意"":64,""顶背驰_任意_任意"":43}",,
SIG-30M-D1EB221902EBDE31,tas_macd_change_V221105,tas,kline,30m,GENERATED,"{""di"":1,""fastperiod"":12,""freq"":""30分钟"",""n"":55,""name"":""tas_macd_change_V221105"",""signalperiod"":9,""slowperiod"":26}",30分钟_D1K55#MACD12#26#9变色次数_BS辅助V221105,False,1346,7,"{""1次"":92,""2次"":227,""3次"":399,""4次"":334,""5次"":182,""6次"":87,""7次"":25}","{""1次_任意_任意"":92,""2次_任意_任意"":227,""3次_任意_任意"":399,""4次_任意_任意"":334,""5次_任意_任意"":182,""6次_任意_任意"":87,""7次_任意_任意"":25}",,
SIG-30M-039F9079025E17D2,tas_macd_direct_V221106,tas,kline,30m,GENERATED,"{""di"":1,""fastperiod"":12,""freq"":""30分钟"",""name"":""tas_macd_direct_V221106"",""signalperiod"":9,""slowperiod"":26}",30分钟_D1K#MACD12#26#9方向_BS辅助V221106,False,1346,3,"{""向上"":524,""向下"":551,""模糊"":271}","{""向上_任意_任意"":524,""向下_任意_任意"":551,""模糊_任意_任意"":271}",,
SIG-30M-616844CE7C50CB96,tas_macd_dist_V230408,tas,kline,30m,GENERATED,"{""freq"":""30分钟"",""key"":""DIF"",""n"":10,""name"":""tas_macd_dist_V230408"",""w"":100}",30分钟_DIF分层W100N10_BS辅助V230408,False,1346,10,"{""第10层"":184,""第1层"":185,""第2层"":101,""第3层"":122,""第4层"":123,""第5层"":135,""第6层"":132,""第7层"":108,""第8层"":131,""第9层"":125}","{""第10层_任意_任意"":184,""第1层_任意_任意"":185,""第2层_任意_任意"":101,""第3层_任意_任意"":122,""第4层_任意_任意"":123,""第5层_任意_任意"":135,""第6层_任意_任意"":132,""第7层_任意_任意"":108,""第8层_任意_任意"":131,""第9层_任意_任意"":125}",,
SIG-30M-1B7EDADBA885FAB7,tas_macd_dist_V230409,tas,kline,30m,GENERATED,"{""freq"":""30分钟"",""key"":""DIF"",""n"":10,""name"":""tas_macd_dist_V230409"",""t"":20,""w"":100}",30分钟_DIF远离W100N10T20_BS辅助V230409,False,1346,3,"{""其他"":1088,""多头远离"":112,""空头远离"":146}","{""其他_任意_任意"":1088,""多头远离_任意_任意"":112,""空头远离_任意_任意"":146}",,
SIG-30M-62796591A9C0BEA6,tas_macd_dist_V230410,tas,kline,30m,GENERATED,"{""freq"":""30分钟"",""key"":""DIF"",""n"":5,""name"":""tas_macd_dist_V230410"",""w"":200}",30分钟_DIF多空分层W200N5_BS辅助V230410,False,1346,2,"{""多头"":640,""空头"":706}","{""多头_第1层_任意"":191,""多头_第2层_任意"":153,""多头_第3层_任意"":113,""多头_第4层_任意"":81,""多头_第5层_任意"":102,""空头_第1层_任意"":103,""空头_第2层_任意"":86,""空头_第3层_任意"":126,""空头_第4层_任意"":182,""空头_第5层_任意"":209}",,
SIG-30M-9CFEB4C8DC32EE8F,tas_macd_first_bs_V221201,tas,kline,30m,GENERATED,"{""di"":1,""fastperiod"":12,""freq"":""30分钟"",""name"":""tas_macd_first_bs_V221201"",""signalperiod"":9,""slowperiod"":26}",30分钟_D1MACD12#26#9_BS1辅助V221201,False,1346,3,"{""一买"":13,""一卖"":15,""其他"":1318}","{""一买_任意_任意"":13,""一卖_任意_任意"":15,""其他_任意_任意"":1318}",,
SIG-30M-C772DB52FEE47F1D,tas_macd_first_bs_V221216,tas,kline,30m,GENERATED,"{""di"":1,""fastperiod"":12,""freq"":""30分钟"",""name"":""tas_macd_first_bs_V221216"",""signalperiod"":9,""slowperiod"":26}",30分钟_D1MACD12#26#9_BS1辅助V221216,False,1346,3,"{""一买"":21,""一卖"":22,""其他"":1303}","{""一买_死叉_任意"":10,""一买_金叉_任意"":11,""一卖_死叉_任意"":8,""一卖_金叉_任意"":14,""其他_死叉_任意"":682,""其他_金叉_任意"":621}",,
SIG-30M-DBCF1773F1530589,tas_macd_power_V221108,tas,kline,30m,GENERATED,"{""di"":1,""fastperiod"":12,""freq"":""30分钟"",""name"":""tas_macd_power_V221108"",""signalperiod"":9,""slowperiod"":26}",30分钟_D1K#MACD12#26#9强弱_BS辅助V221108,False,1346,4,"{""弱势"":327,""强势"":326,""超弱"":373,""超强"":320}","{""弱势_任意_任意"":327,""强势_任意_任意"":326,""超弱_任意_任意"":373,""超强_任意_任意"":320}",,
SIG-30M-06973361111597F1,tas_macd_second_bs_V221201,tas,kline,30m,GENERATED,"{""di"":1,""fastperiod"":12,""freq"":""30分钟"",""name"":""tas_macd_second_bs_V221201"",""signalperiod"":9,""slowperiod"":26}",30分钟_D1MACD12#26#9_BS2辅助V221201,False,1346,3,"{""二买"":47,""二卖"":41,""其他"":1258}","{""二买_死叉_任意"":35,""二买_金叉_任意"":12,""二卖_死叉_任意"":12,""二卖_金叉_任意"":29,""其他_死叉_任意"":653,""其他_金叉_任意"":605}",,
SIG-30M-C1FADCE1CB5393A7,tas_macd_xt_V221208,tas,kline,30m,GENERATED,"{""di"":1,""fastperiod"":12,""freq"":""30分钟"",""name"":""tas_macd_xt_V221208"",""signalperiod"":9,""slowperiod"":26}",30分钟_D1K#MACD12#26#9形态_BS辅助V221208,False,1346,7,"{""其他"":927,""多翻空"":80,""杀多棒"":51,""空翻多"":79,""红缩头"":72,""绿抽脚"":81,""逼空棒"":56}","{""其他_任意_任意"":927,""多翻空_任意_任意"":80,""杀多棒_任意_任意"":51,""空翻多_任意_任意"":79,""红缩头_任意_任意"":72,""绿抽脚_任意_任意"":81,""逼空棒_任意_任意"":56}",,
SIG-30M-67152D937FB8C62F,tas_rsi_base_V230227,tas,kline,30m,GENERATED,"{""di"":1,""freq"":""30分钟"",""name"":""tas_rsi_base_V230227"",""th"":20,""timeperiod"":6}",30分钟_D1T20RSI6_RSI辅助V230227,False,1346,3,"{""其他"":1141,""超买"":96,""超卖"":109}","{""其他_向上_任意"":650,""其他_向下_任意"":491,""超买_向上_任意"":81,""超买_向下_任意"":15,""超卖_向上_任意"":19,""超卖_向下_任意"":90}",,
SIG-30M-68A922E489FB23ED,tas_rumi_V230704,tas,kline,30m,GENERATED,"{""di"":1,""freq"":""30分钟"",""name"":""tas_rumi_V230704"",""rumi_window"":30,""timeperiod1"":3,""timeperiod2"":50}",30分钟_D1F3S50R30_BS辅助V230704,False,1346,3,"{""其他"":1332,""多头"":5,""空头"":9}","{""其他_任意_任意"":1332,""多头_任意_任意"":5,""空头_任意_任意"":9}",,
SIG-30M-791D6B8746F45A30,tas_sar_base_V230425,tas,kline,30m,GENERATED,"{""di"":1,""freq"":""30分钟"",""max_overlap"":5,""name"":""tas_sar_base_V230425""}",30分钟_D1MO5SAR_BS辅助V230425,False,1346,3,"{""其他"":1011,""看多"":158,""看空"":177}","{""其他_任意_任意"":1011,""看多_任意_任意"":158,""看空_任意_任意"":177}",,
SIG-30M-7244E471EBB5B66C,tas_second_bs_V230228,tas,kline,30m,GENERATED,"{""di"":1,""freq"":""30分钟"",""ma_type"":""SMA"",""n"":21,""name"":""tas_second_bs_V230228"",""timeperiod"":20}",30分钟_D1N21#SMA#20_BS2辅助V230228,False,1346,3,"{""二买"":80,""二卖"":58,""其他"":1208}","{""二买_任意_任意"":80,""二卖_任意_任意"":58,""其他_任意_任意"":1208}",,
SIG-30M-A59D8C6CAD069B60,tas_second_bs_V230303,tas,kline,30m,GENERATED,"{""di"":1,""freq"":""30分钟"",""ma_type"":""SMA"",""name"":""tas_second_bs_V230303"",""timeperiod"":30}",30分钟_D1SMA#30_BS2辅助V230303,False,1346,3,"{""二买"":63,""二卖"":54,""其他"":1229}","{""二买_任意_任意"":63,""二卖_任意_任意"":54,""其他_任意_任意"":1229}",,
SIG-30M-0EBDC289C363AE05,tas_slope_V231019,tas,kline,30m,GENERATED,"{""di"":1,""freq"":""30分钟"",""n"":10,""name"":""tas_slope_V231019"",""th"":80}",30分钟_D1DIF10斜率T80_BS辅助V231019,False,1346,3,"{""其他"":913,""看多"":183,""看空"":250}","{""其他_任意_任意"":913,""看多_任意_任意"":183,""看空_任意_任意"":250}",,
SIG-30M-F5690EDBCA698E49,vol_double_ma_V230214,vol,kline,30m,GENERATED,"{""di"":1,""freq"":""30分钟"",""ma_type"":""SMA"",""name"":""vol_double_ma_V230214"",""t1"":5,""t2"":20}",30分钟_D1VOL双均线SMA#5#20_BS辅助V230214,False,1346,2,"{""看多"":239,""看空"":1107}","{""看多_任意_任意"":239,""看空_任意_任意"":1107}",,
SIG-30M-127D37392E480BB4,vol_gao_di_V221218,vol,kline,30m,GENERATED,"{""di"":1,""freq"":""30分钟"",""name"":""vol_gao_di_V221218""}",30分钟_D1K_量柱V221218,False,1346,4,"{""低量柱"":64,""其他"":831,""高量柱"":432,""高量黄金柱"":19}","{""低量柱_10K_任意"":42,""低量柱_6K_任意"":2,""低量柱_8K_任意"":12,""低量柱_9K_任意"":8,""其他_任意_任意"":831,""高量柱_10K_任意"":67,""高量柱_6K_任意"":173,""高量柱_7K_任意"":183,""高量柱_8K_任意"":7,""高量柱_9K_任意"":2,""高量黄金柱_10K_任意"":11,""高量黄金柱_6K_任意"":3,""高量黄金柱_7K_任意"":3,""高量黄金柱_8K_任意"":2}",,
SIG-30M-B6510599451AAC42,vol_single_ma_V230214,vol,kline,30m,GENERATED,"{""di"":1,""freq"":""30分钟"",""ma_type"":""SMA"",""name"":""vol_single_ma_V230214"",""timeperiod"":5}",30分钟_D1VOL#SMA#5_分类V230214,False,1346,2,"{""多头"":915,""空头"":431}","{""多头_向上_任意"":639,""多头_向下_任意"":276,""空头_向上_任意"":124,""空头_向下_任意"":307}",,
SIG-30M-235C2987D2CC329A,vol_ti_suo_V221216,vol,kline,30m,GENERATED,"{""di"":1,""freq"":""30分钟"",""name"":""vol_ti_suo_V221216""}",30分钟_D1K_量柱V221216,False,1346,3,"{""其他"":794,""梯量"":449,""缩量"":103}","{""其他_任意_任意"":794,""梯量_价升_任意"":142,""梯量_价平_任意"":145,""梯量_价跌_任意"":162,""缩量_价升_任意"":33,""缩量_价平_任意"":46,""缩量_价跌_任意"":24}",,
SIG-30M-127EE8AD547D57A8,vol_window_V230731,vol,kline,30m,GENERATED,"{""di"":1,""freq"":""30分钟"",""m"":30,""n"":10,""name"":""vol_window_V230731"",""w"":5}",30分钟_D1W5M30N10_窗口能量V230731,False,1346,9,"{""高量N10"":180,""高量N2"":3,""高量N3"":14,""高量N4"":71,""高量N5"":120,""高量N6"":158,""高量N7"":246,""高量N8"":275,""高量N9"":279}","{""高量N10_低量N1_任意"":51,""高量N10_低量N2_任意"":41,""高量N10_低量N3_任意"":27,""高量N10_低量N4_任意"":14,""高量N10_低量N5_任意"":16,""高量N10_低量N6_任意"":16,""高量N10_低量N7_任意"":10,""高量N10_低量N8_任意"":4,""高量N10_低量N9_任意"":1,""高量N2_低量N1_任意"":3,""高量N3_低量N1_任意"":14,""高量N4_低量N1_任意"":66,""高量N4_低量N2_任意"":5,""高量N5_低量N1_任意"":99,""高量N5_低量N2_任意"":20,""高量N5_低量N3_任意"":1,""高量N6_低量N1_任意"":104,""高量N6_低量N2_任意"":37,""高量N6_低量N3_任意"":12,""高量N6_低量N4_任意"":5,""高量N7_低量N1_任意"":129,""高量N7_低量N2_任意"":65,""高量N7_低量N3_任意"":34,""高量N7_低量N4_任意"":15,""高量N7_低量N5_任意"":3,""高量N8_低量N1_任意"":115,""高量N8_低量N2_任意"":67,""高量N8_低量N3_任意"":45,""高量N8_低量N4_任意"":27,""高量N8_低量N5_任意"":17,""高量N8_低量N6_任意"":4,""高量N9_低量N1_任意"":108,""高量N9_低量N2_任意"":61,""高量N9_低量N3_任意"":43,""高量N9_低量N4_任意"":30,""高量N9_低量N5_任意"":17,""高量N9_低量N6_任意"":14,""高量N9_低量N7_任意"":5,""高量N9_低量N8_任意"":1}",,
SIG-30M-0B67F732F0848D8E,vol_window_V230801,vol,kline,30m,GENERATED,"{""di"":1,""freq"":""30分钟"",""name"":""vol_window_V230801"",""w"":5}",30分钟_D1W5_窗口能量V230801,False,1346,2,"{""先放后缩"":476,""先缩后放"":870}","{""先放后缩_任意_任意"":476,""先缩后放_任意_任意"":870}",,
SIG-30M-0109B5BEED5B648E,xl_bar_basis_V240411,xl,kline,30m,GENERATED,"{""freq"":""30分钟"",""n"":2,""name"":""xl_bar_basis_V240411""}",30分钟_N2_形态V240411,False,1346,3,"{""其他"":1340,""看涨吞没"":3,""看跌吞没"":3}","{""其他_任意_任意"":1340,""看涨吞没_任意_任意"":3,""看跌吞没_任意_任意"":3}",,
SIG-30M-339BE8D84CC10C75,xl_bar_basis_V240412,xl,kline,30m,GENERATED,"{""freq"":""30分钟"",""n"":10,""name"":""xl_bar_basis_V240412"",""th"":3}",30分钟_N10#TH3_形态V240412,False,1346,3,"{""其他"":1330,""看涨长蜡烛"":11,""看跌长蜡烛"":5}","{""其他_任意_任意"":1330,""看涨长蜡烛_任意_任意"":11,""看跌长蜡烛_任意_任意"":5}",,
