candidate_id,trend_trend_multiplier,trend_volume_multiplier,range_trend_multiplier,range_volume_multiplier,strategy_return,annualized_return,max_drawdown,calmar,win_loss_ratio,closed_trade_count,winning_trade_count,losing_trade_count,has_wins_and_losses,sharpe,exposure,trade_count,manhattan_distance,euclidean_distance,strategy_return_delta_from_selected,annualized_return_delta_from_selected,max_drawdown_delta_from_selected,calmar_delta_from_selected,win_loss_ratio_delta_from_selected,closed_trade_count_delta_from_selected,winning_trade_count_delta_from_selected,losing_trade_count_delta_from_selected,has_wins_and_losses_delta_from_selected,sharpe_delta_from_selected,exposure_delta_from_selected,trade_count_delta_from_selected,strategy_return_global_percentile,strategy_return_neighborhood_percentile,sharpe_global_percentile,sharpe_neighborhood_percentile,max_drawdown_global_percentile,max_drawdown_neighborhood_percentile,calmar_global_percentile,calmar_neighborhood_percentile,win_loss_ratio_global_percentile,win_loss_ratio_neighborhood_percentile,exposure_global_percentile,exposure_neighborhood_percentile,trade_count_global_percentile,trade_count_neighborhood_percentile,closed_trade_count_global_percentile,closed_trade_count_neighborhood_percentile
302,1.0,1.0,0.5,1.0,0.4529676849929749,0.08077772882549672,-0.3525267259964082,0.22913930453692677,3.706461563404095,64,19,45,True,0.523183320008903,0.6056105610561056,129,7.0,3.872983346207417,-0.29960569099117285,-0.0429610046760307,-0.12180392752508806,-0.3071697829107477,-0.9214188535883947,1.0,1.0,0.0,0.0,-0.20142750793734454,0.0783828382838283,2.0,0.2736,,0.2784,,0.4352,,0.3296,,0.4768,,0.7632,,0.18,,0.18,
303,1.0,1.0,0.5,1.25,0.32622212042282817,0.06046043862171846,-0.380687020367099,0.15881928037214418,3.1160962880892455,53,17,36,True,0.42737761759776727,0.6485148514851485,107,6.0,3.7416573867739413,-0.4263512555613196,-0.06327829487980896,-0.14996422189577885,-0.37748980707553026,-1.511784128903244,-10.0,-1.0,-9.0,0.0,-0.29723321034848027,0.12128712871287128,-20.0,0.136,,0.1344,,0.3168,,0.168,,0.136,,0.916,,0.0296,,0.0296,
304,1.0,1.0,0.5,1.5,0.36700030259983074,0.06715896480447836,-0.3956427031363222,0.1697465017605497,2.949288351806547,54,18,36,True,0.4560172790874347,0.6542904290429042,109,7.0,3.872983346207417,-0.385573073384317,-0.05657976869704906,-0.16491990466500206,-0.36656258568712474,-1.6785920651859425,-9.0,0.0,-9.0,0.0,-0.2685935488588128,0.127062706270627,-18.0,0.1744,,0.1712,,0.2608,,0.1984,,0.088,,0.932,,0.0536,,0.0536,
305,1.0,1.0,0.75,0.5,0.8889614319557835,0.1413859541161171,-0.24228427159642585,0.5835539929377851,4.077893916732771,65,21,44,True,0.8061370850995654,0.5148514851485149,131,8.0,4.242640687119285,0.13638805597163572,0.017647220614589676,-0.011561473125105692,0.04724490549011062,-0.5499865002597186,2.0,3.0,-1.0,0.0,0.08152625715331785,-0.012376237623762387,4.0,0.9264,,0.9344,,0.872,,0.9024,,0.7472,,0.1664,,0.2752,,0.2752,
306,1.0,1.0,0.75,0.75,0.7904843847421565,0.12875018522146608,-0.25739175819880267,0.5002109862508605,4.61516673343462,65,19,46,True,0.7469680138760314,0.5396039603960396,131,7.0,3.605551275463989,0.03791100875800879,0.005011451719938664,-0.02666895972748251,-0.036098101196814,-0.012713683557869615,2.0,1.0,1.0,0.0,0.022357185929783863,0.012376237623762387,4.0,0.8032,,0.808,,0.8,,0.7968,,0.9408,,0.3576,,0.2752,,0.2752,
307,1.0,1.0,0.75,1.0,0.7190394385095467,0.11923380328040767,-0.2711674727294636,0.4397054044876687,4.647875977445804,68,19,49,True,0.7004572221882156,0.5742574257425742,137,6.0,3.1622776601683795,-0.033533937474601094,-0.004504930221119752,-0.040444674258143465,-0.09660368296000577,0.01999556045331463,5.0,1.0,4.0,0.0,-0.024153605758031937,0.04702970297029696,10.0,0.672,,0.6704,,0.7424,,0.7088,,0.9504,,0.588,,0.6208,,0.6208,
308,1.0,1.0,0.75,1.25,0.39573072313831315,0.0717840047040128,-0.35784595650892026,0.20060029573709434,3.7635776695002385,67,19,48,True,0.4819792245516431,0.6072607260726073,135,5.0,3.0,-0.3568426528458346,-0.051954728797514615,-0.1271231580376001,-0.3357087917105801,-0.8643027474922511,4.0,1.0,3.0,0.0,-0.24263160339460443,0.08003300330033003,8.0,0.2112,,0.2112,,0.408,,0.2608,,0.5248,,0.7688,,0.5192,,0.5192,
309,1.0,1.0,0.75,1.5,0.4038003907070786,0.07306948981328754,-0.33165171199042787,0.22031995364883408,3.7797176373226207,63,18,45,True,0.48627714828582863,0.6163366336633663,127,6.0,3.1622776601683795,-0.3487729852770691,-0.050669243688239884,-0.10092891351910771,-0.3159891337988404,-0.848162779669869,0.0,0.0,0.0,0.0,-0.2383336796604189,0.08910891089108908,0.0,0.2224,,0.2224,,0.5152,,0.3024,,0.5472,,0.8048,,0.1192,,0.1192,
310,1.0,1.0,1.0,0.5,0.8472919270086547,0.13610449725247764,-0.24228427159642585,0.5617553973094366,4.062358638248159,66,21,45,True,0.78313149023453,0.5123762376237624,133,7.0,3.872983346207417,0.09471855102450699,0.01236576375095022,-0.011561473125105692,0.025446309861762106,-0.5655217787443307,3.0,3.0,0.0,0.0,0.058520662288282455,-0.014851485148514865,6.0,0.8848,,0.8928,,0.872,,0.8896,,0.7392,,0.152,,0.3968,,0.3968,
311,1.0,1.0,1.0,0.75,0.7856233488263984,0.12811233087922824,-0.24228427159642585,0.5287686651514284,3.9827677269409065,63,20,43,True,0.7462698256804492,0.518976897689769,127,6.0,3.1622776601683795,0.03304997284225064,0.004373597377700822,-0.011561473125105692,-0.007540422296246074,-0.6451126900515831,0.0,2.0,-2.0,0.0,0.021658997734201657,-0.008250825082508295,0.0,0.7984,,0.8032,,0.872,,0.8432,,0.6912,,0.1936,,0.1192,,0.1192,
312,1.0,1.0,1.0,1.0,0.7699865045469618,0.1260511266965616,-0.25514873174455033,0.4940299951118762,4.285246781404348,66,20,46,True,0.7342490225522434,0.5363036303630363,133,5.0,2.6457513110645907,0.017413128562814073,0.002312393195034179,-0.02442593327323017,-0.042279092335798296,-0.3426336355881414,3.0,2.0,1.0,0.0,0.009638194605995909,0.009075907590759047,6.0,0.7712,,0.7744,,0.8192,,0.7888,,0.8432,,0.3352,,0.3968,,0.3968,
313,1.0,1.0,1.0,1.25,0.6634762816186146,0.11161385013645764,-0.28802150986872144,0.3875191480918581,4.671704432640437,70,19,51,True,0.6668917772808775,0.570957095709571,141,4.0,2.449489742783178,-0.08909709436553315,-0.012124883365069783,-0.05729871139740128,-0.14878993935581636,0.04382401564794769,7.0,1.0,6.0,0.0,-0.057719050665370086,0.04372937293729373,14.0,0.5824,,0.5808,,0.6688,,0.6272,,0.9568,,0.5664,,0.7968,,0.7968,
314,1.0,1.0,1.0,1.5,0.4811893798610216,0.08510930814095241,-0.3320904356483081,0.25628352703022517,4.458703549756475,73,19,54,True,0.5436511734555497,0.6014851485148515,147,5.0,2.6457513110645907,-0.27138399612312614,-0.03862942536057501,-0.10136763717698793,-0.2800255604174493,-0.16917686723601477,10.0,1.0,9.0,0.0,-0.18095965449069784,0.07425742574257421,20.0,0.3104,,0.3136,,0.5136,,0.3808,,0.9008,,0.7392,,0.944,,0.944,
315,1.0,1.0,1.25,0.5,0.9703368261807146,0.15143940710571768,-0.2247874441711586,0.6737004714124871,3.6798315757352222,68,24,44,True,0.8538598167359805,0.5,137,6.0,3.7416573867739413,0.21776345019656684,0.027700673604190262,0.005935354300161566,0.13739138396481265,-0.9480488412572674,5.0,6.0,-1.0,0.0,0.129248988789733,-0.027227722772277252,10.0,0.9768,,0.9808,,0.9552,,0.972,,0.4616,,0.0744,,0.6208,,0.6208,
316,1.0,1.0,1.25,0.75,0.8523320694601941,0.13674830279526184,-0.2247874441711586,0.608344933585963,4.075470950118661,66,21,45,True,0.7867112751522329,0.5107260726072608,133,5.0,3.0,0.09975869347604638,0.013009569293734424,0.005935354300161566,0.0720358461382885,-0.5524094668738284,3.0,3.0,0.0,0.0,0.0621004472059854,-0.01650165016501648,6.0,0.8896,,0.8976,,0.9552,,0.9312,,0.744,,0.1432,,0.3968,,0.3968,
317,1.0,1.0,1.25,1.0,0.7364674781474372,0.12158367795382663,-0.24228427159642585,0.5018224136164694,4.037554140950606,65,20,45,True,0.7165651225508011,0.5206270627062707,131,4.0,2.449489742783178,-0.01610589783671057,-0.0021550555477007904,-0.011561473125105692,-0.03448667383120507,-0.5903262760418837,2.0,2.0,0.0,0.0,-0.008045705395446467,-0.0066006600660065695,4.0,0.7024,,0.7216,,0.872,,0.8016,,0.72,,0.2056,,0.2752,,0.2752,
318,1.0,1.0,1.25,1.25,0.7745351987342957,0.12665220527466015,-0.2640974748967364,0.4795661349059921,4.751529677337319,64,18,46,True,0.7360546601180299,0.5453795379537953,129,3.0,2.23606797749979,0.021961822750147908,0.0029134717731327253,-0.03337467642541625,-0.05674295254168238,0.12364926034482959,1.0,0.0,1.0,0.0,0.011443832171782353,0.018151815181518094,2.0,0.7824,,0.784,,0.7584,,0.7664,,0.976,,0.3992,,0.18,,0.18,
319,1.0,1.0,1.25,1.5,0.5603089398102274,0.09691380014151485,-0.3105809202849613,0.3120404178485768,4.421770543851882,70,19,51,True,0.5988165201725717,0.58003300330033,141,4.0,2.449489742783178,-0.1922644361739203,-0.02682493336001257,-0.07985812181364116,-0.2242686695990977,-0.20610987314060747,7.0,1.0,6.0,0.0,-0.12579430777367584,0.05280528052805278,14.0,0.416,,0.4176,,0.5888,,0.5008,,0.8928,,0.6184,,0.7968,,0.7968,
320,1.0,1.0,1.5,0.5,0.9703368261807146,0.15143940710571768,-0.2247874441711586,0.6737004714124871,3.6798315757352222,68,24,44,True,0.8538401957911596,0.4991749174917492,137,7.0,3.872983346207417,0.21776345019656684,0.027700673604190262,0.005935354300161566,0.13739138396481265,-0.9480488412572674,5.0,6.0,-1.0,0.0,0.129229367844912,-0.02805280528052806,10.0,0.9768,,0.9792,,0.9552,,0.972,,0.4616,,0.0712,,0.6208,,0.6208,
321,1.0,1.0,1.5,0.75,0.8771670964488993,0.13990050615264016,-0.2247874441711586,0.6223679737473083,4.138807140664322,66,21,45,True,0.8008656329692148,0.509075907590759,133,6.0,3.1622776601683795,0.12459372046475159,0.016161772651112738,0.005935354300161566,0.08605888629963387,-0.48907327632816777,3.0,3.0,0.0,0.0,0.07625480502296722,-0.018151815181518205,6.0,0.9152,,0.9232,,0.9552,,0.9408,,0.7744,,0.1312,,0.3968,,0.3968,
322,1.0,1.0,1.5,1.0,0.8304376143518368,0.13394144637477035,-0.2247874441711586,0.5958582200560281,3.967882085089973,65,21,44,True,0.7741912275617363,0.5099009900990099,131,5.0,2.6457513110645907,0.07786423836768908,0.010202712873242925,0.005935354300161566,0.059549132608353594,-0.6599983319025164,2.0,3.0,-1.0,0.0,0.04958039961548877,-0.017326732673267342,4.0,0.8544,,0.8656,,0.9552,,0.9152,,0.6816,,0.1376,,0.2752,,0.2752,
323,1.0,1.0,1.5,1.25,0.7492397916676998,0.12329397330535263,-0.24228427159642585,0.5088814576900148,4.131472224458,66,20,46,True,0.7233561395574135,0.5288778877887789,133,4.0,2.449489742783178,-0.003333584316447924,-0.0004447601961747871,-0.011561473125105692,-0.027427629757659666,-0.4964081925344894,3.0,2.0,1.0,0.0,-0.0012546883888340243,0.0016501650165016146,6.0,0.7248,,0.7456,,0.872,,0.8176,,0.768,,0.2672,,0.3968,,0.3968,
324,1.0,1.0,1.5,1.5,0.7183081238981894,0.11913478615064466,-0.28741493085961367,0.4145045137158703,4.686012143231109,65,18,47,True,0.7016310718291427,0.5478547854785478,131,5.0,2.6457513110645907,-0.03426525208595832,-0.004603947350882764,-0.056692132388293515,-0.12180457373180414,0.05813172623861895,2.0,0.0,2.0,0.0,-0.022979756117104788,0.02062706270627057,4.0,0.6704,,0.6752,,0.6736,,0.6608,,0.9616,,0.4168,,0.2752,,0.2752,
325,1.0,1.25,0.5,0.5,0.8196340249622021,0.13254662288382946,-0.32056385724096303,0.41347962313853787,4.721967845557322,64,18,46,True,0.7543245608925465,0.5536303630363036,129,10.0,5.291502622129181,0.0670606489780543,0.008807889382302037,-0.08984105876964288,-0.1228294643091366,0.09408742856483254,1.0,0.0,1.0,0.0,0.029713732946298976,0.02640264026402639,2.0,0.8368,,0.8224,,0.552,,0.6576,,0.968,,0.4512,,0.18,,0.18,
326,1.0,1.25,0.5,0.75,0.5168424937546796,0.09048900053158171,-0.4254686031038446,0.21268079447332558,3.8580381831608053,66,19,47,True,0.5636199598909092,0.6039603960396039,133,9.0,4.795831523312719,-0.23573088222946814,-0.03324973296994571,-0.19474580463252444,-0.3236282929743489,-0.7698422338316844,3.0,1.0,2.0,0.0,-0.16099086805533835,0.07673267326732669,6.0,0.3392,,0.3376,,0.1696,,0.2816,,0.5968,,0.7528,,0.3968,,0.3968,
327,1.0,1.25,0.5,1.0,0.42663804187863597,0.07667603779899035,-0.43668215260112575,0.175587752653193,3.838143686654464,64,18,46,True,0.4999935677803462,0.6262376237623762,129,8.0,4.47213595499958,-0.3259353341055118,-0.04706269570253707,-0.2059593541298056,-0.36072133479448143,-0.7897367303380256,1.0,0.0,1.0,0.0,-0.22461726016590133,0.09900990099009899,2.0,0.2448,,0.2432,,0.152,,0.2112,,0.5904,,0.8416,,0.18,,0.18,
328,1.0,1.25,0.5,1.25,0.3021892699460176,0.05643585433482112,-0.46118230889163614,0.12237211455585525,3.2847569478821295,53,16,37,True,0.40684918672203785,0.6691419141914191,107,7.0,4.358898943540674,-0.45038410603813017,-0.0673028791667063,-0.23045951042031598,-0.4139369728918192,-1.3431234691103602,-10.0,-2.0,-8.0,0.0,-0.3177616412242097,0.14191419141914186,-20.0,0.1152,,0.112,,0.1104,,0.1056,,0.2208,,0.9552,,0.0296,,0.0296,
329,1.0,1.25,0.5,1.5,0.3422284990171358,0.06310895874583089,-0.47419412476450706,0.13308675803853934,3.104515864417458,54,17,37,True,0.43519795262911876,0.6749174917491749,109,8.0,4.47213595499958,-0.41034487696701194,-0.06062977475569653,-0.2434713262931869,-0.40322232940913516,-1.5233645525750314,-9.0,-1.0,-8.0,0.0,-0.2894128753171288,0.14768976897689767,-18.0,0.1536,,0.1472,,0.0944,,0.12,,0.1296,,0.9664,,0.0536,,0.0536,
330,1.0,1.25,0.75,0.5,0.8766157532308714,0.13983088607640592,-0.25813101078517775,0.5417051041293766,4.163731662097962,65,20,45,True,0.7875753794219073,0.5338283828382838,131,9.0,4.795831523312719,0.12404237724672362,0.016092152574878504,-0.027408212313857594,0.005396016681702087,-0.464148754894528,2.0,2.0,0.0,0.0,0.06296455147565971,0.0066006600660065695,4.0,0.912,,0.9008,,0.7968,,0.8672,,0.784,,0.3152,,0.2752,,0.2752,
331,1.0,1.25,0.75,0.75,0.7666226773354543,0.12560583265706837,-0.3484418107508621,0.36047864745737207,4.702216023791104,65,18,47,True,0.7228939039555836,0.5594059405940595,131,8.0,4.242640687119285,0.014049301351306553,0.0018670991555409522,-0.11771901227954196,-0.1758304399903024,0.0743356067986145,2.0,0.0,2.0,0.0,-0.001716923990663921,0.03217821782178221,4.0,0.7616,,0.7424,,0.4496,,0.5776,,0.9648,,0.4864,,0.2752,,0.2752,
332,1.0,1.25,0.75,1.0,0.6878882330265121,0.11498616648605386,-0.36508986325608883,0.31495305145023406,4.740779590262133,68,18,50,True,0.6728469601906435,0.5948844884488449,137,7.0,3.872983346207417,-0.06468514295763561,-0.008752567015473556,-0.13436706478476867,-0.22135603599744041,0.1128991732696436,5.0,0.0,5.0,0.0,-0.05176386775560404,0.06765676567656764,10.0,0.608,,0.5904,,0.376,,0.5104,,0.9744,,0.696,,0.6208,,0.6208,
333,1.0,1.25,0.75,1.25,0.37043828738525564,0.06771644602178006,-0.44131001540633386,0.15344416319088183,3.915309867760917,67,18,49,True,0.45971412406794243,0.6278877887788779,135,6.0,3.7416573867739413,-0.3821350885988921,-0.05602228747974736,-0.2105872169350137,-0.38286492425679264,-0.7125705492315726,4.0,0.0,4.0,0.0,-0.2648967038783051,0.1006600660066006,8.0,0.176,,0.1776,,0.144,,0.1552,,0.6336,,0.8448,,0.5192,,0.5192,
334,1.0,1.25,0.75,1.5,0.3783617221992759,0.06899705254908883,-0.41852037137182896,0.16485948419411417,3.941013303787895,63,17,46,True,0.46418331632160853,0.636963696369637,127,7.0,3.872983346207417,-0.37421165378487187,-0.05474168095243859,-0.1877975729005088,-0.3714496032535603,-0.6868671132045945,0.0,-1.0,1.0,0.0,-0.260427511624639,0.10973597359735976,0.0,0.1856,,0.1824,,0.1856,,0.1888,,0.6544,,0.8728,,0.1192,,0.1192,
335,1.0,1.25,1.0,0.5,0.8352185875237046,0.1345566248723431,-0.2921914674507562,0.4605083989833491,4.158043278405242,66,20,46,True,0.7650633325832825,0.5313531353135313,133,8.0,4.47213595499958,0.08264521153955684,0.01081789137081568,-0.061468668979436036,-0.07580068846432536,-0.4698371385872475,3.0,2.0,1.0,0.0,0.04045250463703498,0.004125412541254092,6.0,0.8608,,0.8448,,0.6592,,0.7456,,0.7808,,0.2912,,0.3968,,0.3968,
336,1.0,1.25,1.0,0.75,0.7618264242336115,0.12496975518181386,-0.30003574786568077,0.4165162187199107,4.069393974433874,63,19,44,True,0.7220249058455529,0.5387788778877888,127,7.0,3.872983346207417,0.009253048249463713,0.001231021680286437,-0.06931294939436061,-0.11979286872776379,-0.5584864425586158,0.0,1.0,-1.0,0.0,-0.0025859221006946376,0.011551155115511524,0.0,0.7488,,0.7392,,0.616,,0.664,,0.7424,,0.3512,,0.1192,,0.1192,
337,1.0,1.25,1.0,1.0,0.746397971496789,0.12291429288317324,-0.3233107948713664,0.3801737981933958,4.36799875269659,66,19,47,True,0.7105224954800274,0.5561056105610561,133,6.0,3.4641016151377544,-0.00617540448735876,-0.000824440618354183,-0.09258799640004622,-0.15613528925427866,-0.2598816642958992,3.0,1.0,2.0,0.0,-0.0140883324662201,0.028877887788778867,6.0,0.7184,,0.7056,,0.5392,,0.6096,,0.88,,0.4632,,0.3968,,0.3968,
338,1.0,1.25,1.0,1.25,0.6333319519982357,0.10739513204814166,-0.37600739870886146,0.28561973093326437,4.780038217080793,70,18,52,True,0.6399826867976837,0.5915841584158416,141,5.0,3.3166247903554,-0.11924142398591209,-0.01634360145338576,-0.1452846002375413,-0.2506893565144101,0.15215780008830304,7.0,0.0,7.0,0.0,-0.08462814114856387,0.0643564356435643,14.0,0.5232,,0.5168,,0.3328,,0.4528,,0.9808,,0.6768,,0.7968,,0.7968,
339,1.0,1.25,1.0,1.5,0.4543483233397412,0.0809911782116679,-0.4189020718627734,0.19334155558485638,4.602767288318621,73,18,55,True,0.519904176422247,0.6221122112211221,147,6.0,3.4641016151377544,-0.2982250526444066,-0.04274755528985952,-0.18817927339145324,-0.3429675318628181,-0.025113128673869056,10.0,0.0,10.0,0.0,-0.20470665152400058,0.0948844884488449,20.0,0.2752,,0.2736,,0.184,,0.24,,0.9376,,0.8272,,0.944,,0.944,
340,1.0,1.25,1.25,0.5,0.8910356955261414,0.14164643898830986,-0.25475430751091654,0.5560119488155864,3.6808618702482483,69,23,46,True,0.7973414560645666,0.5214521452145214,139,7.0,4.358898943540674,0.13846231954199362,0.017907705486782444,-0.024031509039596388,0.019702861367911884,-0.9470185467442414,6.0,5.0,1.0,0.0,0.0727306281183191,-0.005775577557755818,12.0,0.932,,0.9168,,0.8232,,0.8872,,0.4664,,0.2136,,0.7136,,0.7136,
341,1.0,1.25,1.25,0.75,0.8402257891335785,0.13519955326974076,-0.26756335000139686,0.50529922453518,4.169974847662355,66,20,46,True,0.768511163040467,0.5297029702970297,133,6.0,3.7416573867739413,0.08765241314943073,0.011460819768213337,-0.036840551530076704,-0.031009862912494524,-0.4579055693301344,3.0,2.0,1.0,0.0,0.04390033509421942,0.0024752475247524774,6.0,0.872,,0.8512,,0.7504,,0.8112,,0.7888,,0.2768,,0.3968,,0.3968,
342,1.0,1.25,1.25,1.0,0.7133256517020878,0.11845928908538195,-0.3146699837138236,0.3764556367508973,4.136288910480033,65,19,46,True,0.6930358430064576,0.5404290429042904,131,5.0,3.3166247903554,-0.039247724282059915,-0.0052794444161454734,-0.08394718524250344,-0.15985345069677714,-0.49159150651245653,2.0,1.0,1.0,0.0,-0.03157498493978994,0.013201320132013139,4.0,0.6592,,0.6432,,0.5744,,0.6048,,0.7712,,0.3664,,0.2752,,0.2752,
343,1.0,1.25,1.25,1.25,0.7423783387028671,0.12237641468690352,-0.3356776611627025,0.36456526258858746,4.8481456335146405,64,17,47,True,0.7073839941223163,0.566006600660066,129,4.0,3.1622776601683795,-0.010195037281280683,-0.0013623188146238974,-0.10495486269138232,-0.171743824859087,0.2202652165221508,1.0,-1.0,2.0,0.0,-0.017226833823931198,0.038778877887788776,2.0,0.712,,0.6976,,0.5024,,0.584,,0.992,,0.5264,,0.18,,0.18,
344,1.0,1.25,1.25,1.5,0.532034135106974,0.09275087064094034,-0.3943953309350444,0.23517233437080445,4.5470022698633095,70,18,52,True,0.5736375601854846,0.6006600660066007,141,5.0,3.3166247903554,-0.2205392408771738,-0.03098786286058708,-0.16367253246372426,-0.30113675307687005,-0.08087814712918018,7.0,0.0,7.0,0.0,-0.15097326776076292,0.07343234323432346,14.0,0.3632,,0.36,,0.2656,,0.344,,0.9232,,0.732,,0.7968,,0.7968,
345,1.0,1.25,1.5,0.5,0.8910356955261414,0.14164643898830986,-0.25475430751091654,0.5560119488155864,3.6808618702482483,69,23,46,True,0.7973248845085973,0.5206270627062707,139,8.0,4.47213595499958,0.13846231954199362,0.017907705486782444,-0.024031509039596388,0.019702861367911884,-0.9470185467442414,6.0,5.0,1.0,0.0,0.07271405656234975,-0.0066006600660065695,12.0,0.932,,0.9152,,0.8232,,0.8872,,0.4664,,0.2056,,0.7136,,0.7136,
346,1.0,1.25,1.5,0.75,0.8648985019219315,0.1383474619442575,-0.27584707432295597,0.501536810871821,4.227487934578121,66,20,46,True,0.7823329541395523,0.528052805280528,133,7.0,3.872983346207417,0.11232512593778377,0.01460872844273009,-0.04512427585163581,-0.03477227657585347,-0.400392482414369,3.0,2.0,1.0,0.0,0.057722126193304746,0.0008250825082507518,6.0,0.8992,,0.8896,,0.712,,0.8,,0.8208,,0.2584,,0.3968,,0.3968,
347,1.0,1.25,1.5,1.0,0.8184744295400652,0.132396521018187,-0.27622070772763996,0.47931424876636347,4.061791546835434,65,20,45,True,0.7562772729268746,0.5288778877887789,131,6.0,3.4641016151377544,0.06590105355591747,0.008657787516659576,-0.0454979092563198,-0.056994838681311,-0.5660888701570554,2.0,2.0,0.0,0.0,0.031666444980627095,0.0016501650165016146,4.0,0.8336,,0.824,,0.7088,,0.7648,,0.7376,,0.2672,,0.2752,,0.2752,
348,1.0,1.25,1.5,1.25,0.7259277491563965,0.12016482007749119,-0.2958882099772203,0.4061156072651302,4.231754443336727,66,19,47,True,0.6997507100931291,0.5486798679867987,133,5.0,3.3166247903554,-0.02664562682775129,-0.0035739134240362347,-0.06516541150590016,-0.13019348018254429,-0.39612597365576274,3.0,1.0,2.0,0.0,-0.02486011785311848,0.021452145214521434,6.0,0.6896,,0.6688,,0.64,,0.6512,,0.8224,,0.424,,0.3968,,0.3968,
349,1.0,1.25,1.5,1.5,0.6871701707764508,0.11488752513908218,-0.35672706152835665,0.3220600215942676,4.798839675279068,65,17,48,True,0.6738294743187508,0.5684818481848185,131,6.0,3.4641016151377544,-0.06540320520769694,-0.00885120836244524,-0.1260042630570365,-0.21424906585340686,0.17095925828657865,2.0,-1.0,3.0,0.0,-0.050781353627496695,0.041254125412541254,4.0,0.6064,,0.592,,0.4128,,0.5248,,0.9856,,0.5472,,0.2752,,0.2752,
350,1.0,1.5,0.5,0.5,0.7002337552970093,0.11667691423297488,-0.3594708274961782,0.3245796468260428,3.9521708444085335,66,20,46,True,0.6805487394396117,0.5726072607260726,133,11.0,5.916079783099616,-0.05233962068713849,-0.007061819268552538,-0.12874802902485805,-0.21172944062163168,-0.6757095725839561,3.0,2.0,1.0,0.0,-0.044062088506635844,0.045379537953795346,6.0,0.632,,0.6032,,0.4016,,0.5312,,0.664,,0.5784,,0.3968,,0.3968,
351,1.0,1.5,0.5,0.75,0.41497329723986587,0.07483968831017451,-0.4592616047428899,0.16295655360101852,3.395895783916624,66,20,46,True,0.49154746705814817,0.6221122112211221,133,10.0,5.477225575051661,-0.3376000787442819,-0.04889904519135291,-0.22853880627156975,-0.37335253384665595,-1.2319846330758657,3.0,2.0,1.0,0.0,-0.23306336088809937,0.0948844884488449,6.0,0.2416,,0.2368,,0.1136,,0.1792,,0.2912,,0.8272,,0.3968,,0.3968,
352,1.0,1.5,0.5,1.0,0.28001619291303603,0.05267018900113629,-0.4900579119973554,0.10747747911357164,3.2554718952848964,64,19,45,True,0.3906556451247765,0.6452145214521452,129,9.0,5.196152422706632,-0.4725571830711117,-0.07106854450039113,-0.2593351135260352,-0.42883160833410283,-1.3724085217075932,1.0,1.0,0.0,0.0,-0.333955182821471,0.11798679867986794,2.0,0.1008,,0.1008,,0.0768,,0.0864,,0.2032,,0.9032,,0.18,,0.18,
353,1.0,1.5,0.5,1.25,0.1612715738616548,0.03157565936636808,-0.5151948629691484,0.06128876981496405,2.4605388957837766,52,18,34,True,0.2947216151015433,0.6922442244224423,105,8.0,5.0990195135927845,-0.591301802122493,-0.09216307413515934,-0.28447206449782825,-0.4750203176327104,-2.167341521208713,-11.0,0.0,-11.0,0.0,-0.4298892128447042,0.16501650165016502,-22.0,0.0272,,0.0272,,0.0464,,0.032,,0.0288,,0.9824,,0.0088,,0.0088,
354,1.0,1.5,0.5,1.5,0.221570832397604,0.042490714730280876,-0.5171821511566014,0.08215812288814817,2.3212699137528894,52,19,33,True,0.34343123596905295,0.6955445544554455,105,9.0,5.196152422706632,-0.5310025435865438,-0.08124801877124654,-0.2864593526852812,-0.4541509645595263,-2.3066105032396003,-11.0,1.0,-12.0,0.0,-0.3811795919771946,0.16831683168316824,-22.0,0.0656,,0.064,,0.04,,0.0608,,0.0176,,0.9872,,0.0088,,0.0088,
355,1.0,1.5,0.75,0.5,0.7517539994434603,0.12362947606261954,-0.3013001320936559,0.41032001945551966,3.5171881947565455,67,22,45,True,0.7121593172326772,0.551980198019802,135,10.0,5.477225575051661,-0.000819376540687422,-0.00010925743890788375,-0.07057733362233576,-0.1259890679921548,-1.110692222235944,4.0,4.0,0.0,0.0,-0.012451510713570313,0.024752475247524774,8.0,0.7312,,0.7104,,0.6112,,0.6544,,0.3632,,0.4384,,0.5192,,0.5192,
356,1.0,1.5,0.75,0.75,0.6507008924178099,0.1098333812108887,-0.38575238858635497,0.2847250839155887,3.9438266821337153,67,20,47,True,0.6496740379231565,0.5783828382838284,135,9.0,5.0,-0.10187248356633782,-0.013905352290638717,-0.1550295901150348,-0.25158400353208576,-0.6840537348587743,4.0,2.0,2.0,0.0,-0.07493679002309106,0.051155115511551164,8.0,0.5552,,0.5408,,0.3056,,0.448,,0.656,,0.6056,,0.5192,,0.5192,
357,1.0,1.5,0.75,1.0,0.5699505110496959,0.09831967748208315,-0.40417294236577017,0.24326140415680123,4.204638630317265,69,19,50,True,0.5964128219810563,0.6122112211221122,139,8.0,4.69041575982343,-0.1826228649344519,-0.025419056019444275,-0.17345014389445002,-0.2930476832908733,-0.4232417866752245,6.0,1.0,5.0,0.0,-0.12819800596519126,0.08498349834983498,12.0,0.4288,,0.4112,,0.232,,0.352,,0.808,,0.7912,,0.7136,,0.7136,
