split_id,training_blocks,validation_blocks,selected_candidate,training_sharpe,validation_sharpe,validation_rank,validation_candidate_count,validation_percentile,logit
11,"(0, 1, 2, 5, 6)","(3, 4, 7, 8, 9)",20260910_S003_EX07:M05,5.153181988198321,4.756385368281127,1,142,1.0,5.645446897643239
12,"(0, 1, 2, 5, 7)","(3, 4, 6, 8, 9)",20260910_S003_EX07:M05,4.993292119703236,4.922697638991861,1,142,1.0,5.645446897643239
13,"(0, 1, 2, 5, 8)","(3, 4, 6, 7, 9)",20260910_S003_EX07:M05,5.457156273841006,4.449166358272772,1,142,1.0,5.645446897643239
14,"(0, 1, 2, 5, 9)","(3, 4, 6, 7, 8)",20260910_S003_EX07:M05,5.343644506881154,4.5520241272132695,1,142,1.0,5.645446897643239
15,"(0, 1, 2, 6, 7)","(3, 4, 5, 8, 9)",20260910_S003_EX07:M05,4.696381037401155,5.210072777358077,1,142,1.0,5.645446897643239
16,"(0, 1, 2, 6, 8)","(3, 4, 5, 7, 9)",20260910_S003_EX07:M05,5.169297252000267,4.745867315113835,1,142,1.0,5.645446897643239
17,"(0, 1, 2, 6, 9)","(3, 4, 5, 7, 8)",20260910_S003_EX07:M05,5.066502979006196,4.862526400207755,1,142,1.0,5.645446897643239
18,"(0, 1, 2, 7, 8)","(3, 4, 5, 6, 9)",20260910_S003_EX07:M05,5.010848264627344,4.912926681724001,1,142,1.0,5.645446897643239
19,"(0, 1, 2, 7, 9)","(3, 4, 5, 6, 8)",20260910_S003_EX07:M05,4.902965820447516,5.023300227287764,1,142,1.0,5.645446897643239
20,"(0, 1, 2, 8, 9)","(3, 4, 5, 6, 7)",20260910_S003_EX07:M05,5.3553127918865995,4.536064636498398,1,142,1.0,5.645446897643239
21,"(0, 1, 3, 4, 5)","(2, 6, 7, 8, 9)",20260910_S003_EX07:M05,4.881931202971664,5.100812541909498,1,142,1.0,5.645446897643239
22,"(0, 1, 3, 4, 6)","(2, 5, 7, 8, 9)",20260910_S003_EX07:M05,4.5589172061212615,5.370106592052468,1,142,1.0,5.645446897643239
