signal_id,name,namespace,status,config_json,output_key,observed_bars,primary_state_count,error_type,error
SIG-15M-E49F58ED2924E435,jcc_ten_mo_V221028,jcc,GENERATED,"{""freq"":""15分钟"",""name"":""jcc_ten_mo_V221028"",""parameter_policy"":""native_defaults""}",15分钟_D1_吞没形态,21984,2,,
SIG-15M-C68BEAE04EE7A2BA,jcc_three_crow_V221108,jcc,GENERATED,"{""freq"":""15分钟"",""name"":""jcc_three_crow_V221108"",""parameter_policy"":""native_defaults""}",15分钟_D1_三只乌鸦,21984,2,,
SIG-15M-017EE65682E1D057,jcc_two_crow_V221108,jcc,GENERATED,"{""freq"":""15分钟"",""name"":""jcc_two_crow_V221108"",""parameter_policy"":""native_defaults""}",15分钟_D1K_两只乌鸦,21984,2,,
SIG-15M-B63E5E9D78705D01,jcc_wu_yun_gai_ding_V221101,jcc,GENERATED,"{""freq"":""15分钟"",""name"":""jcc_wu_yun_gai_ding_V221101"",""parameter_policy"":""native_defaults""}",15分钟_D1Z500TH50_乌云盖顶,21984,1,,
SIG-15M-FA74A93435583F92,jcc_xing_xian_V221118,jcc,GENERATED,"{""freq"":""15分钟"",""name"":""jcc_xing_xian_V221118"",""parameter_policy"":""native_defaults""}",15分钟_D2TH2_星形线,21984,3,,
SIG-15M-61452380B3B98222,jcc_yun_xian_V221118,jcc,GENERATED,"{""freq"":""15分钟"",""name"":""jcc_yun_xian_V221118"",""parameter_policy"":""native_defaults""}",15分钟_D1_孕线,21984,3,,
SIG-15M-E4698AAAA5139EF3,jcc_zhu_huo_xian_V221027,jcc,GENERATED,"{""freq"":""15分钟"",""name"":""jcc_zhu_huo_xian_V221027"",""parameter_policy"":""native_defaults""}",15分钟_D1T2.0F500_烛火线,21984,2,,
SIG-15M-A6F1B108FFD0B554,kcatr_up_dw_line_V230823,kcatr,GENERATED,"{""di"":1,""freq"":""15分钟"",""m"":16,""n"":30,""name"":""kcatr_up_dw_line_V230823"",""th"":2}",15分钟_D1N30M16T2_KCATR多空V230823,21984,3,,
SIG-15M-634DA94935791591,ntmdk_V230824,ntmdk,GENERATED,"{""di"":1,""freq"":""15分钟"",""m"":10,""name"":""ntmdk_V230824""}",15分钟_D1M10_NTMDK多空V230824,21984,2,,
SIG-15M-5551AF02E13ACFBC,obv_up_dw_line_V230719,obv,GENERATED,"{""di"":1,""freq"":""15分钟"",""m"":10,""max_overlap"":3,""n"":7,""name"":""obv_up_dw_line_V230719""}",15分钟_D1N7M10MO3_OBV能量V230719,21984,3,,
SIG-15M-91847B5FA63FCAA1,obvm_line_V230610,obvm,GENERATED,"{""di"":1,""freq"":""15分钟"",""m"":30,""n"":10,""name"":""obvm_line_V230610""}",15分钟_D1N10M30_OBV能量V230610,21984,2,,
SIG-15M-8409A764B15ABB4C,pressure_support_V240222,pressure,GENERATED,"{""di"":1,""freq"":""15分钟"",""name"":""pressure_support_V240222"",""w"":20}",15分钟_D1W20高低点验证_支撑压力V240222,21984,3,,
SIG-15M-3DD8991CFBFF74CA,pressure_support_V240402,pressure,GENERATED,"{""di"":1,""freq"":""15分钟"",""name"":""pressure_support_V240402"",""w"":60}",15分钟_D1W60_支撑压力V240402,21984,3,,
SIG-15M-C023644B5C35C454,pressure_support_V240406,pressure,GENERATED,"{""di"":1,""freq"":""15分钟"",""name"":""pressure_support_V240406"",""w"":60}",15分钟_D1W60_支撑压力V240406,21984,3,,
SIG-15M-CE6728BA4E843BFA,pressure_support_V240530,pressure,GENERATED,"{""di"":1,""freq"":""15分钟"",""n"":5,""name"":""pressure_support_V240530"",""w"":20}",15分钟_D1W20N5_支撑压力V240530,21984,3,,
SIG-15M-18EC16F50E7A48CC,skdj_up_dw_line_V230611,skdj,GENERATED,"{""di"":1,""dw"":40,""freq"":""15分钟"",""m"":89,""n"":233,""name"":""skdj_up_dw_line_V230611"",""up"":60}",15分钟_D1N233M89UP60DW40_SKDJ随机波动V230611,21984,3,,
SIG-15M-994D0E86AA8CF934,tas_accelerate_V230531,tas,GENERATED,"{""di"":1,""freq"":""15分钟"",""n"":20,""name"":""tas_accelerate_V230531"",""t"":20}",15分钟_D1N20T20_BOLL加速V230531,21984,3,,
SIG-15M-7C8798AEE88604F2,tas_angle_V230802,tas,GENERATED,"{""di"":1,""freq"":""15分钟"",""n"":9,""name"":""tas_angle_V230802"",""th"":50}",15分钟_D1N9T50_笔角度V230802,21984,3,,
SIG-15M-B8562128519B4309,tas_atr_V230630,tas,GENERATED,"{""di"":1,""freq"":""15分钟"",""name"":""tas_atr_V230630"",""timeperiod"":14}",15分钟_D1ATR14_波动V230630,21984,10,,
SIG-15M-7690E4B71C5F367A,tas_atr_break_V230424,tas,GENERATED,"{""di"":1,""freq"":""15分钟"",""name"":""tas_atr_break_V230424"",""th"":30,""timeperiod"":5}",15分钟_D1ATR5T30突破_BS辅助V230424,21984,3,,
SIG-15M-0B9E64E275DA7CBF,tas_boll_bc_V221118,tas,GENERATED,"{""di"":1,""freq"":""15分钟"",""line"":3,""m"":10,""n"":3,""name"":""tas_boll_bc_V221118"",""timeperiod"":20}",15分钟_D1N3M10L3#BOLL20_背驰V221118,21984,3,,
SIG-15M-7EC68525282752C4,tas_boll_cc_V230312,tas,GENERATED,"{""di"":1,""freq"":""15分钟"",""name"":""tas_boll_cc_V230312"",""nbdev"":20,""sp"":400,""timeperiod"":20}",15分钟_D1BOLL20S20SP400_BS辅助V230312,21984,3,,
SIG-15M-193E546095F92C11,tas_boll_power_V221112,tas,GENERATED,"{""di"":1,""freq"":""15分钟"",""name"":""tas_boll_power_V221112"",""timeperiod"":20}",15分钟_D1BOLL20_强弱V221112,21984,2,,
SIG-15M-A151393C00316CC3,tas_boll_vt_V230212,tas,GENERATED,"{""di"":1,""freq"":""15分钟"",""max_overlap"":5,""name"":""tas_boll_vt_V230212"",""nbdev"":20,""timeperiod"":20}",15分钟_D1BOLL20S20MO5_BS辅助V230212,21984,3,,
SIG-15M-B36D9A91995507FB,tas_cci_base_V230402,tas,GENERATED,"{""di"":1,""freq"":""15分钟"",""max_count"":6,""min_count"":3,""name"":""tas_cci_base_V230402"",""timeperiod"":14}",15分钟_D1CCI14#3#6_BS辅助V230402,21984,3,,
SIG-15M-1BA30915298D684F,tas_cross_status_V230619,tas,GENERATED,"{""di"":1,""fastperiod"":12,""freq"":""15分钟"",""name"":""tas_cross_status_V230619"",""signalperiod"":9,""slowperiod"":26}",15分钟_D1MACD12#26#9_金死叉V230619,21984,30,,
SIG-15M-8F2A4CF01E910F95,tas_cross_status_V230624,tas,GENERATED,"{""di"":1,""freq"":""15分钟"",""md"":1,""n"":100,""name"":""tas_cross_status_V230624""}",15分钟_D1N100MD1_MACD交叉数量V230624,21984,17,,
SIG-15M-CA3E388CAE9F0D8C,tas_cross_status_V230625,tas,GENERATED,"{""di"":1,""freq"":""15分钟"",""j"":0,""md"":1,""n"":100,""name"":""tas_cross_status_V230625"",""s"":0}",15分钟_D1N100MD1J0S0_MACD交叉数量V230625,21984,3,,
SIG-15M-41C2DF56A8C03032,tas_dif_layer_V241010,tas,GENERATED,"{""freq"":""15分钟"",""name"":""tas_dif_layer_V241010"",""t"":30,""w"":100}",15分钟_DIF分层W100T30_完全分类V241010,21984,3,,
SIG-15M-96926DE1CCE8470D,tas_dif_zero_V240612,tas,GENERATED,"{""freq"":""15分钟"",""name"":""tas_dif_zero_V240612"",""t"":50}",15分钟_DIF靠近零轴T50_BS辅助V240612,21984,3,,
SIG-15M-072794F7B9432561,tas_dif_zero_V240614,tas,GENERATED,"{""freq"":""15分钟"",""name"":""tas_dif_zero_V240614"",""t"":50,""w"":20}",15分钟_DIF靠近零轴W20T50_BS辅助V240614,21984,3,,
SIG-15M-EA38C1A119D9ED93,tas_dma_bs_V240608,tas,GENERATED,"{""freq"":""15分钟"",""n"":5,""name"":""tas_dma_bs_V240608"",""t1"":5,""t2"":10}",15分钟_N5双均线5#10顺势_BS辅助V240608,21984,3,,
SIG-15M-D9102B837EA84AB7,tas_double_ma_V221203,tas,GENERATED,"{""di"":1,""freq"":""15分钟"",""ma_type"":""SMA"",""name"":""tas_double_ma_V221203"",""th"":100,""timeperiod1"":5,""timeperiod2"":10}",15分钟_D1T100#SMA#5#10_JX辅助V221203,21984,2,,
SIG-15M-34BAA04AE8BFD084,tas_double_ma_V230511,tas,GENERATED,"{""di"":1,""freq"":""15分钟"",""ma_type"":""SMA"",""name"":""tas_double_ma_V230511"",""t1"":5,""t2"":20}",15分钟_D1#SMA#5#20_BS辅助V230511,21984,3,,
SIG-15M-207DC958A8619DC6,tas_double_ma_V240208,tas,GENERATED,"{""M"":60,""N"":20,""di"":1,""freq"":""15分钟"",""name"":""tas_double_ma_V240208""}",15分钟_D1N20M60双均线_BS辅助V240208,21984,3,,
SIG-15M-C3E9BF2E7BA44637,tas_first_bs_V230217,tas,GENERATED,"{""di"":1,""freq"":""15分钟"",""ma_type"":""SMA"",""n"":10,""name"":""tas_first_bs_V230217"",""timeperiod"":5}",15分钟_D1N10#SMA#5_BS1辅助V230217,21984,3,,
SIG-15M-C6F0EEA358DCB16A,tas_hlma_V230301,tas,GENERATED,"{""di"":1,""freq"":""15分钟"",""ma_type"":""SMA"",""name"":""tas_hlma_V230301"",""timeperiod"":3}",15分钟_D1#SMA#3HLMA_BS辅助V230301,21984,3,,
SIG-15M-BD785AC153A6A49B,tas_kdj_base_V221101,tas,GENERATED,"{""di"":1,""fastk_period"":9,""freq"":""15分钟"",""name"":""tas_kdj_base_V221101"",""slowd_period"":3,""slowk_period"":3}",15分钟_D1K#KDJ9#3#3_KDJ辅助V221101,21984,3,,
SIG-15M-6B36983E3A807C77,tas_kdj_evc_V221201,tas,GENERATED,"{""c1"":5,""c2"":8,""di"":1,""fastk_period"":9,""freq"":""15分钟"",""key"":""K"",""name"":""tas_kdj_evc_V221201"",""slowd_period"":3,""slowk_period"":3,""th"":10}",15分钟_D1T10KDJ9#3#3#K值突破5#8_KDJ极值V221201,21984,3,,
SIG-15M-2057DFA9D75F937B,tas_kdj_evc_V230401,tas,GENERATED,"{""di"":1,""fastk_period"":9,""freq"":""15分钟"",""key"":""K"",""max_count"":8,""min_count"":5,""name"":""tas_kdj_evc_V230401"",""slowd_period"":3,""slowk_period"":3,""th"":10}",15分钟_D1T10KDJ9#3#3#K值突破5#8_BS辅助V230401,21984,3,,
SIG-15M-1CEFA9EFC94AB5EF,tas_low_trend_V230627,tas,GENERATED,"{""di"":1,""freq"":""15分钟"",""n"":13,""name"":""tas_low_trend_V230627"",""th"":300}",15分钟_D1N13TH300_趋势230627,21984,3,,
SIG-15M-65261F67E89159E7,tas_ma_base_V221101,tas,GENERATED,"{""di"":1,""freq"":""15分钟"",""ma_type"":""SMA"",""name"":""tas_ma_base_V221101"",""timeperiod"":5}",15分钟_D1SMA#5_分类V221101,21984,2,,
SIG-15M-671B0E08FF15C6B5,tas_ma_base_V221203,tas,GENERATED,"{""di"":1,""freq"":""15分钟"",""ma_type"":""SMA"",""name"":""tas_ma_base_V221203"",""th"":100,""timeperiod"":5}",15分钟_D1SMA#5T100_分类V221203,21984,2,,
SIG-15M-ADD449FDAD9B6F9E,tas_ma_base_V230313,tas,GENERATED,"{""di"":1,""freq"":""15分钟"",""ma_type"":""SMA"",""max_overlap"":5,""name"":""tas_ma_base_V230313"",""timeperiod"":5}",15分钟_D1#SMA#5MO5_BS辅助V230313,21984,3,,
SIG-15M-DB6B63BD6BBC3153,tas_ma_cohere_V230512,tas,GENERATED,"{""di"":1,""freq"":""15分钟"",""ma_seq"":""5#13#21#34#55"",""name"":""tas_ma_cohere_V230512""}",15分钟_D1SMA5#13#21#34#55_均线系统V230512,21984,3,,
SIG-15M-F933B81290104C09,tas_ma_round_V221206,tas,GENERATED,"{""di"":1,""freq"":""15分钟"",""ma_type"":""SMA"",""name"":""tas_ma_round_V221206"",""th"":10,""timeperiod"":5}",15分钟_D1TH10#碰SMA#5_BE辅助V221206,21984,3,,
SIG-15M-B74D2BEBB6930143,tas_ma_system_V230513,tas,GENERATED,"{""di"":1,""freq"":""15分钟"",""ma_seq"":""5#10#20"",""name"":""tas_ma_system_V230513""}",15分钟_D1SMA5#10#20_均线系统V230513,21984,3,,
SIG-15M-FD10CF273060F047,tas_macd_base_V221028,tas,GENERATED,"{""di"":1,""fastperiod"":12,""freq"":""15分钟"",""name"":""tas_macd_base_V221028"",""signalperiod"":""9#MACD"",""slowperiod"":26}",15分钟_D1MACD12#26#9#MACD_BS辅助V221028,21984,2,,
SIG-15M-09E1C8F6D25F5691,tas_macd_base_V230320,tas,GENERATED,"{""di"":1,""fastperiod"":12,""freq"":""15分钟"",""key"":""MACD"",""max_overlap"":3,""name"":""tas_macd_base_V230320"",""signalperiod"":9,""slowperiod"":26}",15分钟_D1MACD12#26#9MO3#MACD_BS辅助V230320,21984,3,,
SIG-15M-C8BB984D84A90157,tas_macd_bc_V221201,tas,GENERATED,"{""di"":1,""fastperiod"":12,""freq"":""15分钟"",""m"":50,""n"":3,""name"":""tas_macd_bc_V221201"",""signalperiod"":9,""slowperiod"":26}",15分钟_D1N3M50#MACD12#26#9_BCV221201,21984,3,,
SIG-15M-C62DE0B96F296846,tas_macd_bc_V230803,tas,GENERATED,"{""freq"":""15分钟"",""name"":""tas_macd_bc_V230803""}",15分钟_MACD双分型背驰_BS辅助V230803,21984,3,,
SIG-15M-F1A0C3A1C81F7FF1,tas_macd_bc_V230804,tas,GENERATED,"{""di"":1,""freq"":""15分钟"",""name"":""tas_macd_bc_V230804""}",15分钟_D1MACD背驰_BS辅助V230804,21984,3,,
SIG-15M-08D9EF7F814115DB,tas_macd_bc_V240307,tas,GENERATED,"{""di"":1,""freq"":""15分钟"",""n"":20,""name"":""tas_macd_bc_V240307""}",15分钟_D1N20柱子背驰_BS辅助V240307,21984,3,,
SIG-15M-9AC36E57DAC2B2D3,tas_macd_bc_ubi_V230804,tas,GENERATED,"{""freq"":""15分钟"",""name"":""tas_macd_bc_ubi_V230804""}",15分钟_MACD背驰_UBI观察V230804,21984,3,,
SIG-15M-CA234A0ACF7AC7D2,tas_macd_bs1_V230312,tas,GENERATED,"{""di"":1,""fastperiod"":12,""freq"":""15分钟"",""name"":""tas_macd_bs1_V230312"",""signalperiod"":9,""slowperiod"":26}",15分钟_D1MACD12#26#9_BS1辅助V230312,21984,3,,
SIG-15M-DB3AED7B68051923,tas_macd_bs1_V230313,tas,GENERATED,"{""di"":1,""fastperiod"":12,""freq"":""15分钟"",""name"":""tas_macd_bs1_V230313"",""signalperiod"":9,""slowperiod"":26}",15分钟_D1MACD12#26#9_BS1辅助V230313,21984,3,,
SIG-15M-CB25A3B9E48FCC69,tas_macd_bs1_V230411,tas,GENERATED,"{""di"":1,""freq"":""15分钟"",""name"":""tas_macd_bs1_V230411"",""tha"":30,""thb"":5,""thc"":30}",15分钟_D1T30#5#30_BS1辅助V230411,21984,3,,
SIG-15M-F571045293ABAE99,tas_macd_bs1_V230412,tas,GENERATED,"{""di"":1,""freq"":""15分钟"",""name"":""tas_macd_bs1_V230412"",""tha"":100,""thb"":10}",15分钟_D1T100#10_BS1辅助V230412,21984,3,,
SIG-15M-4E4FB8E6B6C95B3B,tas_macd_change_V221105,tas,GENERATED,"{""di"":1,""fastperiod"":12,""freq"":""15分钟"",""n"":55,""name"":""tas_macd_change_V221105"",""signalperiod"":9,""slowperiod"":26}",15分钟_D1K55#MACD12#26#9变色次数_BS辅助V221105,21984,11,,
SIG-15M-2F41426B316A5F2F,tas_macd_direct_V221106,tas,GENERATED,"{""di"":1,""fastperiod"":12,""freq"":""15分钟"",""name"":""tas_macd_direct_V221106"",""signalperiod"":9,""slowperiod"":26}",15分钟_D1K#MACD12#26#9方向_BS辅助V221106,21984,3,,
SIG-15M-4F52BD906596AA73,tas_macd_dist_V230408,tas,GENERATED,"{""freq"":""15分钟"",""key"":""DIF"",""n"":10,""name"":""tas_macd_dist_V230408"",""w"":100}",15分钟_DIF分层W100N10_BS辅助V230408,21984,10,,
SIG-15M-3714F6CF84FD50C5,tas_macd_dist_V230409,tas,GENERATED,"{""freq"":""15分钟"",""key"":""DIF"",""n"":10,""name"":""tas_macd_dist_V230409"",""t"":20,""w"":100}",15分钟_DIF远离W100N10T20_BS辅助V230409,21984,3,,
SIG-15M-77B0609055BB7F0D,tas_macd_dist_V230410,tas,GENERATED,"{""freq"":""15分钟"",""key"":""DIF"",""n"":5,""name"":""tas_macd_dist_V230410"",""w"":200}",15分钟_DIF多空分层W200N5_BS辅助V230410,21984,2,,
SIG-15M-88B26684FCAF1CAB,tas_macd_first_bs_V221201,tas,GENERATED,"{""di"":1,""fastperiod"":12,""freq"":""15分钟"",""name"":""tas_macd_first_bs_V221201"",""signalperiod"":9,""slowperiod"":26}",15分钟_D1MACD12#26#9_BS1辅助V221201,21984,3,,
SIG-15M-A162B18B6597455E,tas_macd_first_bs_V221216,tas,GENERATED,"{""di"":1,""fastperiod"":12,""freq"":""15分钟"",""name"":""tas_macd_first_bs_V221216"",""signalperiod"":9,""slowperiod"":26}",15分钟_D1MACD12#26#9_BS1辅助V221216,21984,3,,
SIG-15M-9FBCD5DEE8FC3938,tas_macd_power_V221108,tas,GENERATED,"{""di"":1,""fastperiod"":12,""freq"":""15分钟"",""name"":""tas_macd_power_V221108"",""signalperiod"":9,""slowperiod"":26}",15分钟_D1K#MACD12#26#9强弱_BS辅助V221108,21984,4,,
SIG-15M-35C1ECA711581816,tas_macd_second_bs_V221201,tas,GENERATED,"{""di"":1,""fastperiod"":12,""freq"":""15分钟"",""name"":""tas_macd_second_bs_V221201"",""signalperiod"":9,""slowperiod"":26}",15分钟_D1MACD12#26#9_BS2辅助V221201,21984,3,,
SIG-15M-11130A28677917A4,tas_macd_xt_V221208,tas,GENERATED,"{""di"":1,""fastperiod"":12,""freq"":""15分钟"",""name"":""tas_macd_xt_V221208"",""signalperiod"":9,""slowperiod"":26}",15分钟_D1K#MACD12#26#9形态_BS辅助V221208,21984,7,,
SIG-15M-C606E7614107C4D1,tas_rsi_base_V230227,tas,GENERATED,"{""di"":1,""freq"":""15分钟"",""name"":""tas_rsi_base_V230227"",""th"":20,""timeperiod"":6}",15分钟_D1T20RSI6_RSI辅助V230227,21984,3,,
SIG-15M-FA0462D72D8861E6,tas_rumi_V230704,tas,GENERATED,"{""di"":1,""freq"":""15分钟"",""name"":""tas_rumi_V230704"",""rumi_window"":30,""timeperiod1"":3,""timeperiod2"":50}",15分钟_D1F3S50R30_BS辅助V230704,21984,3,,
SIG-15M-1A28C608DE616064,tas_sar_base_V230425,tas,GENERATED,"{""di"":1,""freq"":""15分钟"",""max_overlap"":5,""name"":""tas_sar_base_V230425""}",15分钟_D1MO5SAR_BS辅助V230425,21984,3,,
SIG-15M-6C91FC21997920ED,tas_second_bs_V230228,tas,GENERATED,"{""di"":1,""freq"":""15分钟"",""ma_type"":""SMA"",""n"":21,""name"":""tas_second_bs_V230228"",""timeperiod"":20}",15分钟_D1N21#SMA#20_BS2辅助V230228,21984,3,,
SIG-15M-A123C7AF364D97B4,tas_second_bs_V230303,tas,GENERATED,"{""di"":1,""freq"":""15分钟"",""ma_type"":""SMA"",""name"":""tas_second_bs_V230303"",""timeperiod"":30}",15分钟_D1SMA#30_BS2辅助V230303,21984,3,,
SIG-15M-642CAE67EACD97C5,tas_slope_V231019,tas,GENERATED,"{""di"":1,""freq"":""15分钟"",""n"":10,""name"":""tas_slope_V231019"",""th"":80}",15分钟_D1DIF10斜率T80_BS辅助V231019,21984,3,,
SIG-15M-19A830A936D7C06E,vol_double_ma_V230214,vol,GENERATED,"{""di"":1,""freq"":""15分钟"",""ma_type"":""SMA"",""name"":""vol_double_ma_V230214"",""t1"":5,""t2"":20}",15分钟_D1VOL双均线SMA#5#20_BS辅助V230214,21984,2,,
SIG-15M-C9664FC76DC1D892,vol_gao_di_V221218,vol,GENERATED,"{""di"":1,""freq"":""15分钟"",""name"":""vol_gao_di_V221218""}",15分钟_D1K_量柱V221218,21984,4,,
SIG-15M-E7E0DC08A576E2AD,vol_single_ma_V230214,vol,GENERATED,"{""di"":1,""freq"":""15分钟"",""ma_type"":""SMA"",""name"":""vol_single_ma_V230214"",""timeperiod"":5}",15分钟_D1VOL#SMA#5_分类V230214,21984,2,,
SIG-15M-E795E97661A19234,vol_ti_suo_V221216,vol,GENERATED,"{""di"":1,""freq"":""15分钟"",""name"":""vol_ti_suo_V221216""}",15分钟_D1K_量柱V221216,21984,3,,
SIG-15M-7A5970D45EB71AB9,vol_window_V230731,vol,GENERATED,"{""di"":1,""freq"":""15分钟"",""m"":30,""n"":10,""name"":""vol_window_V230731"",""w"":5}",15分钟_D1W5M30N10_窗口能量V230731,21984,9,,
SIG-15M-59F5238AC890CDF4,vol_window_V230801,vol,GENERATED,"{""di"":1,""freq"":""15分钟"",""name"":""vol_window_V230801"",""w"":5}",15分钟_D1W5_窗口能量V230801,21984,2,,
SIG-15M-0DF4B3C5EAC51B98,xl_bar_basis_V240411,xl,GENERATED,"{""freq"":""15分钟"",""n"":2,""name"":""xl_bar_basis_V240411""}",15分钟_N2_形态V240411,21984,3,,
SIG-15M-7CBB0265E64BB4AC,xl_bar_basis_V240412,xl,GENERATED,"{""freq"":""15分钟"",""n"":10,""name"":""xl_bar_basis_V240412"",""th"":3}",15分钟_N10#TH3_形态V240412,21984,3,,
SIG-15M-4E241FD8B00D4993,xl_bar_position_V240328,xl,GENERATED,"{""freq"":""15分钟"",""n"":10,""name"":""xl_bar_position_V240328""}",15分钟_N10_BS辅助V240328,21984,3,,
SIG-15M-1809FA24770DA720,xl_bar_trend_V240329,xl,GENERATED,"{""freq"":""15分钟"",""m"":5,""n"":10,""name"":""xl_bar_trend_V240329""}",15分钟_N10M5_十字线反转V240329,21984,3,,
SIG-15M-37FF2489F43B8D99,xl_bar_trend_V240330,xl,GENERATED,"{""freq"":""15分钟"",""m"":21,""ma_type"":""SMA"",""n"":5,""name"":""xl_bar_trend_V240330""}",15分钟_N5M21#SMA_双均线过滤V240330,21984,3,,
SIG-15M-7CD3AFDC5A6A7228,xl_bar_trend_V240331,xl,GENERATED,"{""freq"":""15分钟"",""n"":20,""name"":""xl_bar_trend_V240331""}",15分钟_N20_突破信号V240331,21984,3,,
SIG-15M-3549337D5A9880B5,xl_bar_trend_V240623,xl,GENERATED,"{""freq"":""15分钟"",""n"":20,""name"":""xl_bar_trend_V240623""}",15分钟_N20通道_突破信号V240623,21984,3,,
SIG-15M-BF63AD76D1619E6E,zdy_bi_end_V230406,zdy,GENERATED,"{""freq"":""15分钟"",""name"":""zdy_bi_end_V230406""}",15分钟_D0停顿分型_BE辅助V230406,21984,3,,
SIG-15M-A6F55C840CCDA079,zdy_bi_end_V230407,zdy,GENERATED,"{""freq"":""15分钟"",""name"":""zdy_bi_end_V230407""}",15分钟_D0停顿分型_BE辅助V230407,21984,3,,
SIG-15M-2C45F2DD0BE5AB8F,zdy_dif_V230527,zdy,GENERATED,"{""freq"":""15分钟"",""n"":10,""name"":""zdy_dif_V230527"",""t"":30}",15分钟_N10T30_DIF远离V230527,21984,3,,
SIG-15M-0669B9E953024903,zdy_dif_V230528,zdy,GENERATED,"{""freq"":""15分钟"",""n"":20,""name"":""zdy_dif_V230528"",""t"":80}",15分钟_N20T80_DIF远离V230528,21984,3,,
SIG-15M-1441910B7B3996E1,zdy_macd_V230518,zdy,GENERATED,"{""di"":1,""freq"":""15分钟"",""n"":9,""name"":""zdy_macd_V230518""}",15分钟_D1MACD交叉N9_BS辅助V230518,21984,2,,
SIG-15M-DFEE777E5079C66D,zdy_macd_V230519,zdy,GENERATED,"{""di"":1,""freq"":""15分钟"",""n"":3,""name"":""zdy_macd_V230519""}",15分钟_D1N3MACD缩柱_BS辅助V230519,21984,3,,
SIG-15M-CE6A60926F0483E4,zdy_macd_V230527,zdy,GENERATED,"{""freq"":""15分钟"",""key"":""DIF"",""n"":10,""name"":""zdy_macd_V230527"",""t"":20,""w"":100}",15分钟_DIF远离W100N10T20_BS辅助V230527,21984,3,,
SIG-15M-6F4AAF99B0BC6D34,zdy_macd_bc_V230422,zdy,GENERATED,"{""di"":1,""freq"":""15分钟"",""name"":""zdy_macd_bc_V230422"",""th"":50}",15分钟_D1T50MACD面积背驰_BS辅助V230422,21984,3,,
SIG-15M-494C7DEBB8D78182,zdy_macd_bs1_V230422,zdy,GENERATED,"{""di"":1,""freq"":""15分钟"",""name"":""zdy_macd_bs1_V230422"",""th"":50}",15分钟_D1T50MACD_BS1辅助V230422,21984,3,,
SIG-15M-C8D81D82430E4C9C,zdy_macd_dif_V230516,zdy,GENERATED,"{""di"":1,""freq"":""15分钟"",""name"":""zdy_macd_dif_V230516""}",15分钟_D1DIF走平_BS辅助V230516,21984,2,,
SIG-15M-DBA4C5B20EAC4E72,zdy_macd_dif_V230517,zdy,GENERATED,"{""di"":1,""freq"":""15分钟"",""name"":""zdy_macd_dif_V230517""}",15分钟_D1MACD开仓_BS辅助V230517,21984,3,,
SIG-15M-17EC0A3DCAF14107,zdy_macd_dif_iqr_V230521,zdy,GENERATED,"{""di"":1,""freq"":""15分钟"",""name"":""zdy_macd_dif_iqr_V230521""}",15分钟_D1DIF走平IQR_BS辅助V230521,21984,3,,
SIG-15M-A6372503D2730E48,zdy_zs_V230423,zdy,GENERATED,"{""di"":1,""freq"":""15分钟"",""name"":""zdy_zs_V230423""}",15分钟_D1中枢形态_BS辅助V230423,21984,3,,
SIG-15M-32A4A45FC0BC623E,zdy_zs_space_V230421,zdy,GENERATED,"{""di"":1,""freq"":""15分钟"",""name"":""zdy_zs_space_V230421""}",15分钟_D1中枢空间_BS辅助V230421,21984,3,,
,cat_macd_V230518,cat,EXCLUDED_SCOPE,,,0,0,ScopeExclusion,"requires trader, position, event, or multi-frequency state"
,cat_macd_V230520,cat,EXCLUDED_SCOPE,,,0,0,ScopeExclusion,"requires trader, position, event, or multi-frequency state"
,cxt_intraday_V230701,cxt,EXCLUDED_SCOPE,,,0,0,ScopeExclusion,"requires trader, position, event, or multi-frequency state"
,cxt_zhong_shu_gong_zhen_V221221,cxt,EXCLUDED_SCOPE,,,0,0,ScopeExclusion,"requires trader, position, event, or multi-frequency state"
,pos_bar_stop_V230524,pos,EXCLUDED_SCOPE,,,0,0,ScopeExclusion,"requires trader, position, event, or multi-frequency state"
,pos_fix_exit_V230624,pos,EXCLUDED_SCOPE,,,0,0,ScopeExclusion,"requires trader, position, event, or multi-frequency state"
,pos_fx_stop_V230414,pos,EXCLUDED_SCOPE,,,0,0,ScopeExclusion,"requires trader, position, event, or multi-frequency state"
,pos_holds_V230414,pos,EXCLUDED_SCOPE,,,0,0,ScopeExclusion,"requires trader, position, event, or multi-frequency state"
,pos_holds_V230807,pos,EXCLUDED_SCOPE,,,0,0,ScopeExclusion,"requires trader, position, event, or multi-frequency state"
,pos_holds_V240428,pos,EXCLUDED_SCOPE,,,0,0,ScopeExclusion,"requires trader, position, event, or multi-frequency state"
,pos_holds_V240608,pos,EXCLUDED_SCOPE,,,0,0,ScopeExclusion,"requires trader, position, event, or multi-frequency state"
,pos_ma_V230414,pos,EXCLUDED_SCOPE,,,0,0,ScopeExclusion,"requires trader, position, event, or multi-frequency state"
,pos_profit_loss_V230624,pos,EXCLUDED_SCOPE,,,0,0,ScopeExclusion,"requires trader, position, event, or multi-frequency state"
,pos_status_V230808,pos,EXCLUDED_SCOPE,,,0,0,ScopeExclusion,"requires trader, position, event, or multi-frequency state"
,pos_stop_V240331,pos,EXCLUDED_SCOPE,,,0,0,ScopeExclusion,"requires trader, position, event, or multi-frequency state"
,pos_stop_V240428,pos,EXCLUDED_SCOPE,,,0,0,ScopeExclusion,"requires trader, position, event, or multi-frequency state"
