dt,observed_members,expected_members,observed_weight,total_weight,member_coverage_ratio,observed_weight_ratio
2022-09-30,998,1000,99.886,100.007,0.998,0.9987900846940713
2022-10-10,999,1000,99.947,99.994,0.999,0.9995299717983079
2022-10-11,998,1000,99.905,99.994,0.998,0.9991099465967959
2022-10-12,998,1000,99.905,99.994,0.998,0.9991099465967959
2022-10-13,998,1000,99.905,99.994,0.998,0.9991099465967959
2022-10-14,998,1000,99.905,99.994,0.998,0.9991099465967959
2022-10-17,996,1000,99.675,99.994,0.996,0.9968098085885153
2022-10-18,996,1000,99.675,99.994,0.996,0.9968098085885153
2022-10-19,998,1000,99.881,99.994,0.998,0.9988699321959318
2022-10-20,998,1000,99.743,99.994,0.998,0.9974898493909634
2022-10-21,998,1000,99.743,99.994,0.998,0.9974898493909634
2022-10-24,998,1000,99.743,99.994,0.998,0.9974898493909634
2022-10-25,998,1000,99.743,99.994,0.998,0.9974898493909634
2022-10-26,997,1000,99.685,99.994,0.997,0.9969098145888754
2022-10-27,998,1000,99.743,99.994,0.998,0.9974898493909634
2022-10-28,998,1000,99.743,99.994,0.998,0.9974898493909634
2022-10-31,997,1000,99.648,99.994,0.997,0.9965397923875432
2022-11-01,998,1000,99.839,100.0,0.998,0.99839
2022-11-02,998,1000,99.839,100.0,0.998,0.99839
2022-11-03,998,1000,99.839,100.0,0.998,0.99839
2022-11-04,998,1000,99.839,100.0,0.998,0.99839
2022-11-07,999,1000,99.947,100.0,0.999,0.9994700000000001
2022-11-08,999,1000,99.947,100.0,0.999,0.9994700000000001
2022-11-09,998,1000,99.723,100.0,0.998,0.99723
2022-11-10,997,1000,99.625,100.0,0.997,0.99625
2022-11-11,998,1000,99.849,100.0,0.998,0.99849
2022-11-14,998,1000,99.849,100.0,0.998,0.99849
2022-11-15,998,1000,99.849,100.0,0.998,0.99849
2022-11-16,998,1000,99.849,100.0,0.998,0.99849
2022-11-17,997,1000,99.704,100.0,0.997,0.9970399999999999
2022-11-18,999,1000,99.947,100.0,0.999,0.9994700000000001
2022-11-21,999,1000,99.947,100.0,0.999,0.9994700000000001
2022-11-22,999,1000,99.947,100.0,0.999,0.9994700000000001
2022-11-23,999,1000,99.947,100.0,0.999,0.9994700000000001
2022-11-24,999,1000,99.947,100.0,0.999,0.9994700000000001
2022-11-25,999,1000,99.947,100.0,0.999,0.9994700000000001
2022-11-28,999,1000,99.947,100.0,0.999,0.9994700000000001
2022-11-29,999,1000,99.947,100.0,0.999,0.9994700000000001
2022-11-30,999,1000,99.947,100.0,0.999,0.9994700000000001
2022-12-01,999,1000,99.947,99.998,0.999,0.999489989799796
2022-12-02,999,1000,99.947,99.998,0.999,0.999489989799796
2022-12-05,998,1000,99.829,99.998,0.998,0.9983099661993239
2022-12-06,998,1000,99.829,99.998,0.998,0.9983099661993239
2022-12-07,998,1000,99.829,99.998,0.998,0.9983099661993239
2022-12-08,997,1000,99.756,99.998,0.997,0.9975799515990319
2022-12-09,998,1000,99.874,99.998,0.998,0.9987599751995039
2022-12-12,998,1000,99.874,99.998,0.998,0.9987599751995039
2022-12-13,998,1000,99.874,99.998,0.998,0.9987599751995039
2022-12-14,997,1000,99.783,99.998,0.997,0.9978499569991399
2022-12-15,997,1000,99.783,99.998,0.997,0.9978499569991399
2022-12-16,997,1000,99.783,99.998,0.997,0.9978499569991399
2022-12-19,997,1000,99.783,99.998,0.997,0.9978499569991399
2022-12-20,997,1000,99.783,99.998,0.997,0.9978499569991399
2022-12-21,997,1000,99.783,99.998,0.997,0.9978499569991399
2022-12-22,999,1000,99.947,99.998,0.999,0.999489989799796
2022-12-23,999,1000,99.947,99.998,0.999,0.999489989799796
2022-12-26,998,1000,99.814,99.998,0.998,0.9981599631992639
2022-12-27,999,1000,99.947,99.998,0.999,0.999489989799796
2022-12-28,998,1000,99.89,99.998,0.998,0.9989199783995679
2022-12-29,999,1000,99.947,99.998,0.999,0.999489989799796
2022-12-30,998,1000,99.774,99.998,0.998,0.997759955199104
2023-01-03,999,1000,99.945,99.994,0.999,0.9995099705982359
2023-01-04,999,1000,99.945,99.994,0.999,0.9995099705982359
2023-01-05,999,1000,99.945,99.994,0.999,0.9995099705982359
2023-01-06,999,1000,99.945,99.994,0.999,0.9995099705982359
2023-01-09,998,1000,99.884,99.994,0.998,0.9988999339960397
2023-01-10,998,1000,99.884,99.994,0.998,0.9988999339960397
2023-01-11,998,1000,99.884,99.994,0.998,0.9988999339960397
2023-01-12,998,1000,99.884,99.994,0.998,0.9988999339960397
2023-01-13,998,1000,99.884,99.994,0.998,0.9988999339960397
2023-01-16,999,1000,99.945,99.994,0.999,0.9995099705982359
2023-01-17,999,1000,99.945,99.994,0.999,0.9995099705982359
2023-01-18,999,1000,99.945,99.994,0.999,0.9995099705982359
2023-01-19,998,1000,99.888,99.994,0.998,0.9989399363961838
2023-01-20,998,1000,99.888,99.994,0.998,0.9989399363961838
2023-01-30,998,1000,99.888,99.994,0.998,0.9989399363961838
2023-01-31,998,1000,99.888,99.994,0.998,0.9989399363961838
2023-02-01,998,1000,99.904,100.009,0.998,0.9989500944914957
2023-02-02,999,1000,99.962,100.009,0.999,0.9995300422961934
2023-02-03,999,1000,99.962,100.009,0.999,0.9995300422961934
2023-02-06,999,1000,99.962,100.009,0.999,0.9995300422961934
2023-02-07,999,1000,99.962,100.009,0.999,0.9995300422961934
2023-02-08,999,1000,99.962,100.009,0.999,0.9995300422961934
2023-02-09,999,1000,99.962,100.009,0.999,0.9995300422961934
2023-02-10,999,1000,99.962,100.009,0.999,0.9995300422961934
2023-02-13,999,1000,99.962,100.009,0.999,0.9995300422961934
2023-02-14,999,1000,99.962,100.009,0.999,0.9995300422961934
2023-02-15,999,1000,99.962,100.009,0.999,0.9995300422961934
2023-02-16,999,1000,99.962,100.009,0.999,0.9995300422961934
2023-02-17,999,1000,99.962,100.009,0.999,0.9995300422961934
2023-02-20,999,1000,99.962,100.009,0.999,0.9995300422961934
2023-02-21,999,1000,99.962,100.009,0.999,0.9995300422961934
2023-02-22,999,1000,99.962,100.009,0.999,0.9995300422961934
2023-02-23,999,1000,99.962,100.009,0.999,0.9995300422961934
2023-02-24,999,1000,99.962,100.009,0.999,0.9995300422961934
2023-02-27,999,1000,99.962,100.009,0.999,0.9995300422961934
2023-02-28,999,1000,99.962,100.009,0.999,0.9995300422961934
2023-03-01,999,1000,99.77,99.997,0.999,0.9977299318979569
2023-03-02,999,1000,99.77,99.997,0.999,0.9977299318979569
2023-03-03,999,1000,99.77,99.997,0.999,0.9977299318979569
2023-03-06,999,1000,99.77,99.997,0.999,0.9977299318979569
2023-03-07,999,1000,99.77,99.997,0.999,0.9977299318979569
2023-03-08,999,1000,99.77,99.997,0.999,0.9977299318979569
2023-03-09,999,1000,99.77,99.997,0.999,0.9977299318979569
2023-03-10,999,1000,99.77,99.997,0.999,0.9977299318979569
2023-03-13,999,1000,99.77,99.997,0.999,0.9977299318979569
2023-03-14,999,1000,99.77,99.997,0.999,0.9977299318979569
2023-03-15,999,1000,99.77,99.997,0.999,0.9977299318979569
2023-03-16,999,1000,99.77,99.997,0.999,0.9977299318979569
2023-03-17,998,1000,99.677,99.997,0.998,0.9967999039971199
2023-03-20,998,1000,99.677,99.997,0.998,0.9967999039971199
2023-03-21,998,1000,99.677,99.997,0.998,0.9967999039971199
2023-03-22,998,1000,99.677,99.997,0.998,0.9967999039971199
2023-03-23,998,1000,99.677,99.997,0.998,0.9967999039971199
2023-03-24,999,1000,99.77,99.997,0.999,0.9977299318979569
2023-03-27,999,1000,99.77,99.997,0.999,0.9977299318979569
2023-03-28,999,1000,99.77,99.997,0.999,0.9977299318979569
2023-03-29,999,1000,99.77,99.997,0.999,0.9977299318979569
2023-03-30,999,1000,99.77,99.997,0.999,0.9977299318979569
2023-03-31,999,1000,99.77,99.997,0.999,0.9977299318979569
2023-04-03,999,1000,99.772,99.991,0.999,0.9978098028822595
2023-04-04,999,1000,99.772,99.991,0.999,0.9978098028822595
2023-04-06,999,1000,99.772,99.991,0.999,0.9978098028822595
2023-04-07,999,1000,99.772,99.991,0.999,0.9978098028822595
2023-04-10,999,1000,99.772,99.991,0.999,0.9978098028822595
2023-04-11,999,1000,99.772,99.991,0.999,0.9978098028822595
2023-04-12,999,1000,99.772,99.991,0.999,0.9978098028822595
2023-04-13,999,1000,99.772,99.991,0.999,0.9978098028822595
2023-04-14,999,1000,99.772,99.991,0.999,0.9978098028822595
2023-04-17,999,1000,99.772,99.991,0.999,0.9978098028822595
2023-04-18,999,1000,99.772,99.991,0.999,0.9978098028822595
2023-04-19,999,1000,99.772,99.991,0.999,0.9978098028822595
2023-04-20,999,1000,99.772,99.991,0.999,0.9978098028822595
2023-04-21,999,1000,99.772,99.991,0.999,0.9978098028822595
2023-04-24,999,1000,99.772,99.991,0.999,0.9978098028822595
2023-04-25,999,1000,99.772,99.991,0.999,0.9978098028822595
2023-04-26,999,1000,99.772,99.991,0.999,0.9978098028822595
2023-04-27,999,1000,99.772,99.991,0.999,0.9978098028822595
2023-04-28,998,1000,99.673,99.991,0.998,0.9968197137742397
2023-05-04,995,1000,99.463,100.002,0.995,0.994610107797844
2023-05-05,998,1000,99.668,100.002,0.998,0.9966600667986641
2023-05-08,998,1000,99.668,100.002,0.998,0.9966600667986641
2023-05-09,998,1000,99.668,100.002,0.998,0.9966600667986641
2023-05-10,997,1000,99.479,100.002,0.997,0.994770104597908
2023-05-11,997,1000,99.479,100.002,0.997,0.994770104597908
2023-05-12,997,1000,99.479,100.002,0.997,0.994770104597908
2023-05-15,997,1000,99.479,100.002,0.997,0.994770104597908
2023-05-16,997,1000,99.479,100.002,0.997,0.994770104597908
2023-05-17,997,1000,99.479,100.002,0.997,0.994770104597908
2023-05-18,998,1000,99.583,100.002,0.998,0.995810083798324
2023-05-19,998,1000,99.583,100.002,0.998,0.995810083798324
2023-05-22,998,1000,99.583,100.002,0.998,0.995810083798324
2023-05-23,998,1000,99.583,100.002,0.998,0.995810083798324
2023-05-24,999,1000,99.772,100.002,0.999,0.9977000459990801
2023-05-25,998,1000,99.674,100.002,0.998,0.9967200655986881
2023-05-26,998,1000,99.674,100.002,0.998,0.9967200655986881
2023-05-29,998,1000,99.674,100.002,0.998,0.9967200655986881
2023-05-30,998,1000,99.674,100.002,0.998,0.9967200655986881
2023-05-31,998,1000,99.674,100.002,0.998,0.9967200655986881
2023-06-01,998,1000,99.731,100.0,0.998,0.9973099999999999
2023-06-02,998,1000,99.731,100.0,0.998,0.9973099999999999
2023-06-05,998,1000,99.731,100.0,0.998,0.9973099999999999
2023-06-06,998,1000,99.731,100.0,0.998,0.9973099999999999
2023-06-07,998,1000,99.731,100.0,0.998,0.9973099999999999
2023-06-08,998,1000,99.731,100.0,0.998,0.9973099999999999
2023-06-09,998,1000,99.731,100.0,0.998,0.9973099999999999
2023-06-12,997,1000,99.649,100.0,0.997,0.99649
2023-06-13,997,1000,99.649,100.0,0.997,0.99649
2023-06-14,997,1000,99.649,100.0,0.997,0.99649
2023-06-15,996,1000,99.581,100.0,0.996,0.9958100000000001
2023-06-16,997,1000,99.649,100.0,0.997,0.99649
2023-06-19,996,1000,99.567,100.0,0.996,0.9956699999999999
2023-06-20,996,1000,99.567,100.0,0.996,0.9956699999999999
2023-06-21,996,1000,99.567,100.0,0.996,0.9956699999999999
2023-06-26,995,1000,99.321,100.0,0.995,0.9932099999999999
2023-06-27,995,1000,99.321,100.0,0.995,0.9932099999999999
2023-06-28,997,1000,99.485,100.0,0.997,0.99485
2023-06-29,997,1000,99.485,100.0,0.997,0.99485
2023-06-30,997,1000,99.485,100.0,0.997,0.99485
2023-07-03,998,1000,99.558,100.001,0.998,0.995570044299557
2023-07-04,997,1000,99.418,100.001,0.997,0.9941700582994171
2023-07-05,997,1000,99.418,100.001,0.997,0.9941700582994171
2023-07-06,998,1000,99.643,100.001,0.998,0.996420035799642
2023-07-07,999,1000,99.783,100.001,0.999,0.997820021799782
2023-07-10,999,1000,99.783,100.001,0.999,0.997820021799782
2023-07-11,999,1000,99.783,100.001,0.999,0.997820021799782
2023-07-12,999,1000,99.783,100.001,0.999,0.997820021799782
2023-07-13,999,1000,99.783,100.001,0.999,0.997820021799782
2023-07-14,999,1000,99.783,100.001,0.999,0.997820021799782
2023-07-17,999,1000,99.783,100.001,0.999,0.997820021799782
2023-07-18,999,1000,99.783,100.001,0.999,0.997820021799782
2023-07-19,999,1000,99.783,100.001,0.999,0.997820021799782
2023-07-20,999,1000,99.783,100.001,0.999,0.997820021799782
2023-07-21,999,1000,99.783,100.001,0.999,0.997820021799782
2023-07-24,999,1000,99.783,100.001,0.999,0.997820021799782
2023-07-25,999,1000,99.783,100.001,0.999,0.997820021799782
2023-07-26,999,1000,99.783,100.001,0.999,0.997820021799782
2023-07-27,999,1000,99.783,100.001,0.999,0.997820021799782
2023-07-28,999,1000,99.783,100.001,0.999,0.997820021799782
2023-07-31,999,1000,99.783,100.001,0.999,0.997820021799782
2023-08-01,999,1000,99.742,99.993,0.999,0.9974898242877003
2023-08-02,999,1000,99.742,99.993,0.999,0.9974898242877003
2023-08-03,999,1000,99.742,99.993,0.999,0.9974898242877003
2023-08-04,999,1000,99.742,99.993,0.999,0.9974898242877003
2023-08-07,999,1000,99.742,99.993,0.999,0.9974898242877003
2023-08-08,999,1000,99.742,99.993,0.999,0.9974898242877003
2023-08-09,999,1000,99.742,99.993,0.999,0.9974898242877003
2023-08-10,999,1000,99.742,99.993,0.999,0.9974898242877003
2023-08-11,999,1000,99.742,99.993,0.999,0.9974898242877003
2023-08-14,999,1000,99.742,99.993,0.999,0.9974898242877003
2023-08-15,999,1000,99.742,99.993,0.999,0.9974898242877003
2023-08-16,999,1000,99.742,99.993,0.999,0.9974898242877003
2023-08-17,999,1000,99.742,99.993,0.999,0.9974898242877003
2023-08-18,999,1000,99.742,99.993,0.999,0.9974898242877003
2023-08-21,998,1000,99.68299999999999,99.993,0.998,0.996899782984809
2023-08-22,998,1000,99.68299999999999,99.993,0.998,0.996899782984809
2023-08-23,998,1000,99.68299999999999,99.993,0.998,0.996899782984809
2023-08-24,998,1000,99.68299999999999,99.993,0.998,0.996899782984809
2023-08-25,998,1000,99.68299999999999,99.993,0.998,0.996899782984809
2023-08-28,999,1000,99.742,99.993,0.999,0.9974898242877003
2023-08-29,999,1000,99.742,99.993,0.999,0.9974898242877003
2023-08-30,999,1000,99.742,99.993,0.999,0.9974898242877003
2023-08-31,999,1000,99.742,99.993,0.999,0.9974898242877003
2023-09-01,999,1000,99.806,100.014,0.999,0.9979202911592377
2023-09-04,999,1000,99.806,100.014,0.999,0.9979202911592377
2023-09-05,999,1000,99.806,100.014,0.999,0.9979202911592377
2023-09-06,999,1000,99.806,100.014,0.999,0.9979202911592377
2023-09-07,999,1000,99.806,100.014,0.999,0.9979202911592377
2023-09-08,999,1000,99.806,100.014,0.999,0.9979202911592377
2023-09-11,998,1000,99.746,100.014,0.998,0.9973203751474794
2023-09-12,998,1000,99.746,100.014,0.998,0.9973203751474794
2023-09-13,998,1000,99.746,100.014,0.998,0.9973203751474794
2023-09-14,998,1000,99.746,100.014,0.998,0.9973203751474794
2023-09-15,998,1000,99.746,100.014,0.998,0.9973203751474794
2023-09-18,999,1000,99.806,100.014,0.999,0.9979202911592377
2023-09-19,999,1000,99.806,100.014,0.999,0.9979202911592377
2023-09-20,999,1000,99.806,100.014,0.999,0.9979202911592377
2023-09-21,999,1000,99.806,100.014,0.999,0.9979202911592377
2023-09-22,999,1000,99.806,100.014,0.999,0.9979202911592377
2023-09-25,999,1000,99.806,100.014,0.999,0.9979202911592377
2023-09-26,999,1000,99.806,100.014,0.999,0.9979202911592377
2023-09-27,999,1000,99.806,100.014,0.999,0.9979202911592377
2023-09-28,999,1000,99.806,100.014,0.999,0.9979202911592377
2023-10-09,999,1000,99.798,100.006,0.999,0.9979201247925125
2023-10-10,999,1000,99.798,100.006,0.999,0.9979201247925125
2023-10-11,998,1000,99.704,100.006,0.998,0.9969801811891286
2023-10-12,999,1000,99.798,100.006,0.999,0.9979201247925125
2023-10-13,999,1000,99.798,100.006,0.999,0.9979201247925125
2023-10-16,999,1000,99.798,100.006,0.999,0.9979201247925125
2023-10-17,999,1000,99.798,100.006,0.999,0.9979201247925125
2023-10-18,999,1000,99.798,100.006,0.999,0.9979201247925125
2023-10-19,999,1000,99.798,100.006,0.999,0.9979201247925125
2023-10-20,999,1000,99.798,100.006,0.999,0.9979201247925125
2023-10-23,999,1000,99.798,100.006,0.999,0.9979201247925125
2023-10-24,999,1000,99.798,100.006,0.999,0.9979201247925125
2023-10-25,999,1000,99.798,100.006,0.999,0.9979201247925125
2023-10-26,999,1000,99.798,100.006,0.999,0.9979201247925125
2023-10-27,999,1000,99.798,100.006,0.999,0.9979201247925125
2023-10-30,999,1000,99.798,100.006,0.999,0.9979201247925125
2023-10-31,999,1000,99.798,100.006,0.999,0.9979201247925125
2023-11-01,999,1000,99.775,99.999,0.999,0.9977599775997761
2023-11-02,999,1000,99.775,99.999,0.999,0.9977599775997761
2023-11-03,999,1000,99.775,99.999,0.999,0.9977599775997761
2023-11-06,999,1000,99.775,99.999,0.999,0.9977599775997761
2023-11-07,999,1000,99.775,99.999,0.999,0.9977599775997761
2023-11-08,999,1000,99.775,99.999,0.999,0.9977599775997761
2023-11-09,999,1000,99.775,99.999,0.999,0.9977599775997761
2023-11-10,999,1000,99.775,99.999,0.999,0.9977599775997761
2023-11-13,999,1000,99.775,99.999,0.999,0.9977599775997761
2023-11-14,999,1000,99.775,99.999,0.999,0.9977599775997761
2023-11-15,999,1000,99.775,99.999,0.999,0.9977599775997761
2023-11-16,998,1000,99.712,99.999,0.998,0.997129971299713
2023-11-17,998,1000,99.712,99.999,0.998,0.997129971299713
2023-11-20,998,1000,99.712,99.999,0.998,0.997129971299713
2023-11-21,999,1000,99.775,99.999,0.999,0.9977599775997761
2023-11-22,999,1000,99.775,99.999,0.999,0.9977599775997761
2023-11-23,999,1000,99.775,99.999,0.999,0.9977599775997761
2023-11-24,999,1000,99.775,99.999,0.999,0.9977599775997761
2023-11-27,999,1000,99.775,99.999,0.999,0.9977599775997761
2023-11-28,998,1000,99.677,99.999,0.998,0.9967799677996781
2023-11-29,999,1000,99.775,99.999,0.999,0.9977599775997761
2023-11-30,998,1000,99.68,99.999,0.998,0.9968099680996811
2023-12-01,998,1000,99.682,99.985,0.998,0.9969695454318148
2023-12-04,998,1000,99.682,99.985,0.998,0.9969695454318148
2023-12-05,998,1000,99.682,99.985,0.998,0.9969695454318148
2023-12-06,998,1000,99.682,99.985,0.998,0.9969695454318148
2023-12-07,998,1000,99.682,99.985,0.998,0.9969695454318148
2023-12-08,999,1000,99.774,99.985,0.999,0.9978896834525179
2023-12-11,999,1000,99.774,99.985,0.999,0.9978896834525179
2023-12-12,999,1000,99.774,99.985,0.999,0.9978896834525179
2023-12-13,999,1000,99.774,99.985,0.999,0.9978896834525179
2023-12-14,998,1000,99.701,99.985,0.998,0.9971595739360903
2023-12-15,998,1000,99.701,99.985,0.998,0.9971595739360903
2023-12-18,998,1000,99.701,99.985,0.998,0.9971595739360903
2023-12-19,998,1000,99.701,99.985,0.998,0.9971595739360903
2023-12-20,998,1000,99.701,99.985,0.998,0.9971595739360903
2023-12-21,998,1000,99.687,99.985,0.998,0.9970195529329399
2023-12-22,998,1000,99.687,99.985,0.998,0.9970195529329399
2023-12-25,997,1000,99.645,99.985,0.997,0.9965994899234885
2023-12-26,996,1000,99.542,99.985,0.996,0.9955693354003101
2023-12-27,996,1000,99.542,99.985,0.996,0.9955693354003101
2023-12-28,996,1000,99.542,99.985,0.996,0.9955693354003101
2023-12-29,996,1000,99.542,99.985,0.996,0.9955693354003101
2024-01-02,997,1000,99.767,99.994,0.997,0.9977298637918275
2024-01-03,997,1000,99.767,99.994,0.997,0.9977298637918275
2024-01-04,997,1000,99.767,99.994,0.997,0.9977298637918275
2024-01-05,998,1000,99.844,99.994,0.998,0.9984999099945996
2024-01-08,997,1000,99.76,99.994,0.997,0.9976598595915755
2024-01-09,999,1000,99.897,99.994,0.999,0.9990299417965078
2024-01-10,1000,1000,99.994,99.994,1.0,1.0
2024-01-11,999,1000,99.784,99.994,0.999,0.9978998739924396
2024-01-12,999,1000,99.784,99.994,0.999,0.9978998739924396
2024-01-15,999,1000,99.784,99.994,0.999,0.9978998739924396
2024-01-16,999,1000,99.784,99.994,0.999,0.9978998739924396
2024-01-17,999,1000,99.784,99.994,0.999,0.9978998739924396
2024-01-18,999,1000,99.784,99.994,0.999,0.9978998739924396
2024-01-19,999,1000,99.784,99.994,0.999,0.9978998739924396
2024-01-22,999,1000,99.784,99.994,0.999,0.9978998739924396
2024-01-23,999,1000,99.784,99.994,0.999,0.9978998739924396
2024-01-24,999,1000,99.784,99.994,0.999,0.9978998739924396
2024-01-25,1000,1000,99.994,99.994,1.0,1.0
2024-01-26,1000,1000,99.994,99.994,1.0,1.0
2024-01-29,1000,1000,99.994,99.994,1.0,1.0
2024-01-30,1000,1000,99.994,99.994,1.0,1.0
2024-01-31,1000,1000,99.994,99.994,1.0,1.0
2024-02-01,1000,1000,99.987,99.987,1.0,1.0
2024-02-02,999,1000,99.872,99.987,0.999,0.9988498504805625
2024-02-05,999,1000,99.872,99.987,0.999,0.9988498504805625
2024-02-06,1000,1000,99.987,99.987,1.0,1.0
2024-02-07,1000,1000,99.987,99.987,1.0,1.0
2024-02-08,1000,1000,99.987,99.987,1.0,1.0
2024-02-19,1000,1000,99.987,99.987,1.0,1.0
2024-02-20,1000,1000,99.987,99.987,1.0,1.0
2024-02-21,1000,1000,99.987,99.987,1.0,1.0
2024-02-22,1000,1000,99.987,99.987,1.0,1.0
2024-02-23,1000,1000,99.987,99.987,1.0,1.0
2024-02-26,1000,1000,99.987,99.987,1.0,1.0
2024-02-27,1000,1000,99.987,99.987,1.0,1.0
2024-02-28,1000,1000,99.987,99.987,1.0,1.0
2024-02-29,1000,1000,99.987,99.987,1.0,1.0
2024-03-01,1000,1000,100.001,100.001,1.0,1.0
2024-03-04,1000,1000,100.001,100.001,1.0,1.0
