candidate_id,first_front_count,mean_pareto_layer,worst_pareto_layer
981,0,11.6,20
982,0,6.4,13
983,0,14.2,23
984,1,5.4,12
985,2,4.2,11
986,1,4.0,9
987,0,11.8,14
988,0,8.6,14
989,0,3.2,6
990,1,6.8,12
991,0,16.8,21
992,0,8.0,19
993,0,20.8,35
994,0,8.6,14
995,0,17.0,21
996,0,6.8,14
997,0,13.0,25
998,0,11.4,19
999,0,14.8,25
1000,0,11.6,17
1001,0,20.6,36
1002,0,6.0,14
1003,0,5.0,9
1004,0,7.4,14
1005,0,14.4,20
1006,0,7.0,13
1007,1,4.4,10
1008,0,7.0,10
1009,0,16.0,24
1010,2,5.2,17
1011,0,4.0,8
1012,0,5.2,10
1013,0,18.8,24
1014,1,8.4,18
1015,0,5.8,14
1016,0,10.4,15
1017,0,10.8,14
1018,0,9.6,14
1019,0,17.4,24
1020,0,16.4,24
1021,0,18.4,25
1022,0,16.2,25
1023,0,14.8,23
1024,0,29.4,40
1025,0,16.6,23
1026,0,15.8,22
1027,0,10.8,17
1028,1,8.4,16
1029,0,17.2,24
1030,0,14.4,22
1031,0,9.0,15
1032,0,18.0,24
1033,0,21.6,32
1034,0,10.2,18
1035,1,9.4,19
1036,1,11.0,20
1037,0,12.0,17
1038,0,8.0,16
1039,0,8.8,14
1040,0,8.0,15
1041,1,7.2,16
1042,0,9.4,16
1043,0,9.4,17
1044,1,6.0,11
1045,0,8.6,18
1046,0,14.0,21
1047,0,10.0,13
1048,0,14.0,17
1049,0,8.0,10
1050,0,7.6,10
1051,0,14.8,24
1052,0,7.8,13
1053,0,6.4,10
1054,0,14.0,23
1055,0,9.8,13
1056,0,12.4,18
1057,0,11.4,18
1058,0,11.6,24
1059,0,8.0,14
1060,0,8.0,19
1061,0,10.4,18
1062,0,12.2,22
1063,0,6.2,9
1064,0,8.0,11
1065,0,12.4,21
1066,1,6.4,10
1067,0,4.8,9
1068,0,9.2,14
1069,0,11.8,17
1070,0,9.6,17
1071,0,5.4,8
1072,0,10.0,16
1073,0,10.2,12
1074,0,6.6,13
1075,0,6.8,8
1076,0,13.6,20
1077,2,3.8,8
1078,0,9.6,16
1079,0,18.0,23
1080,0,16.0,25
1081,0,12.0,19
1082,0,9.6,17
1083,0,16.6,23
1084,0,14.2,20
1085,0,13.2,19
1086,0,23.0,30
1087,0,15.4,25
1088,0,11.8,19
1089,0,15.6,25
1090,0,10.2,16
1091,1,8.6,17
1092,0,15.0,27
1093,0,11.4,17
1094,0,13.0,20
1095,0,16.0,22
1096,0,16.6,23
1097,0,18.4,21
1098,0,10.4,19
1099,1,11.8,18
1100,0,19.0,25
1101,0,8.6,13
1102,1,9.4,19
1103,0,6.6,11
1104,0,15.4,22
1105,0,13.4,22
1106,0,18.4,28
1107,0,17.6,24
1108,0,17.0,23
1109,0,8.6,12
1110,0,8.4,16
1111,0,7.2,17
1112,2,2.4,4
1113,0,10.2,16
1114,0,7.8,18
1115,0,11.6,19
1116,0,7.0,16
1117,0,6.6,17
1118,0,7.6,15
1119,0,10.2,20
1120,1,6.0,12
1121,0,6.4,15
1122,0,8.0,16
1123,1,6.0,16
1124,0,8.0,17
1125,1,2.2,3
1126,0,6.6,17
1127,0,5.8,10
1128,2,6.4,17
1129,0,11.4,15
1130,0,7.8,18
1131,0,5.8,10
1132,0,8.8,17
1133,0,6.4,10
1134,0,8.4,10
1135,0,6.6,17
1136,1,2.8,7
1137,0,8.0,17
1138,0,6.6,17
1139,0,12.8,23
